@relation IndoorTempDynamics

@attribute external-temperature numeric
@attribute hvac-mode {40,41,42}
@attribute indoor-temperature numeric
@attribute setpoint-temperature numeric
@attribute hvac-power numeric
@attribute next-indoor-temp numeric

@data
11.9,42,22.2,24,2.568,22.2
11.9,42,22.2,24,2.37,22.1
11.9,42,22.1,24,2.37,22.2
11.9,42,22.2,24,2.525,22.2
11.9,42,22.2,24,1.121,22.2
11.9,42,22.2,24,1.109,22.2
11.9,42,22.2,24,1.12,22.1
11.9,42,22.1,24,1.129,22.1
11.9,42,22.1,24,1.451,22.1
11.9,42,22.1,24,1.788,22
11.9,42,22,24,1.816,22
11.9,42,22,24,1.753,22.1
11.9,42,22.1,24,2.639,22.2
11.9,42,22.2,24,2.626,22.2
11.9,42,22.2,24,2.762,22.2
11.9,42,22.2,24,2.828,22.2
11.9,42,22.2,24,2.793,22.1
17.8,42,22.1,24,2.832,22
17.8,42,22,24,2.812,22.1
17.8,42,22.1,24,2.797,22.1
17.8,42,22.1,24,2.75,22.1
17.8,42,22.1,24,2.711,22.3
17.8,42,22.3,24,2.795,22.5
17.8,42,22.5,24,2.858,22.6
17.8,42,22.6,24,2.911,22.6
17.8,42,22.6,24,2.981,22.5
15.4,42,22.5,24,2.936,22.6
15.5,42,22.6,24,3.028,22.5
15.8,42,22.5,24,2.864,22.5
15.1,42,22.5,24,2.876,22.4
14.8,42,22.4,24,3.071,22.5
16.1,42,22.5,24,3.211,22.5
16.2,42,22.5,24,2.062,22.6
16.9,42,22.6,24,2.097,22.5
15.6,41,20.8,24,0.008,20.7
9.6,42,21.2,24,2.41,21.4
8.2,42,21.4,24,2.478,21.5
8,42,21.5,24,2.339,21.6
8.7,42,21.6,24,2.445,21.7
9.3,42,21.7,24,2.507,21.7
9.7,42,21.7,24,2.507,21.9
9.8,42,21.9,24,2.638,22
9.9,42,22,24,2.685,22.1
10,42,22.1,24,2.748,22.2
10.2,42,22.2,24,2.835,22.2
10.2,42,22.2,24,2.829,22.4
10.8,42,22.4,24,2.769,22.4
11.4,42,22.4,24,2.947,22.5
11.7,42,22.5,24,3.149,22.6
11.7,42,22.6,24,3.356,22.6
11.7,42,22.6,24,3.666,22.6
11.7,42,22.6,24,3.815,22.7
11.7,42,22.7,24,4.035,22.8
11.7,42,22.8,24,4.004,22.9
11.7,42,22.9,24,4.518,23
11.7,42,23,24,4.702,23
11.7,42,23,24,4.845,22.9
11.7,42,22.9,24,4.766,22.8
11.7,42,22.8,24,4.606,22.8
11.7,42,22.8,24,4.609,22.9
11.7,42,22.9,24,4.875,22.9
16.5,42,22.9,24,4.875,22.9
19.1,42,22.9,24,4.903,22.8
18.4,42,22.8,24,4.753,22.8
18,42,22.8,24,4.52,22.8
19.6,42,22.8,24,4.431,22.8
17.8,42,22.8,24,4.476,22.8
17.6,42,22.8,24,4.392,22.8
18.7,42,22.8,24,4.339,22.8
21,42,22.8,24,4.307,22.6
20.3,42,22.6,24,4.204,22.5
21,42,22.5,24,4.163,22.4
21.1,42,22.4,24,4.067,22.5
21,42,22.5,24,4.253,22.5
21.1,42,22.5,24,4.163,22.5
21.3,42,22.5,24,4.019,22.5
22,42,22.5,24,4.059,22.5
19.3,42,22.5,24,4.205,22.5
19.3,42,22.5,24,4.241,22.5
19.3,42,22.5,24,4.294,22.5
19.5,42,22.5,24,4.339,22.5
19.8,42,22.5,24,4.121,22.5
18.4,42,22.5,24,4.039,22.5
18.4,42,22.5,24,4.023,22.5
18.6,42,22.5,24,4.004,22.5
18.6,42,22.5,24,4.196,22.5
18.5,42,22.5,24,4.184,22.5
18.1,42,22.5,24,4.196,22.5
18.3,42,22.5,24,4.274,22.5
17.1,42,22.5,24,2.643,22.6
16.5,42,22.6,24,2.68,22.7
16.5,42,22.7,24,2.668,22.9
16.5,42,22.9,24,2.639,23
16.5,42,23,24,2.845,23.1
16.5,42,23.1,24,2.952,23
16.5,42,23,24,2.531,22.2
16.5,42,22.2,24,2.037,21.7
16.5,42,21.7,24,1.058,21.4
10.7,42,21.7,24,0.025,21.9
10.4,42,21.9,24,0.235,22
10.4,42,22,24,0.395,22.2
10.2,42,22.2,24,0.325,22.1
10.3,42,22.1,24,0.297,22
10.3,42,22,24,1.938,22
10.3,42,22,24,2.664,22.1
10.4,42,22.1,24,2.969,22.2
10.2,42,22.2,24,2.969,22.2
10.1,42,22.2,24,3.084,22.3
10.3,42,22.3,24,3.153,22.3
10,42,22.3,24,3.175,22.4
10.1,42,22.4,24,3.183,22.4
10,42,22.4,24,3.198,22.4
10.3,42,22.4,24,3.257,22.5
10.3,42,22.5,24,3.305,22.5
10.1,42,22.5,24,3.186,22.5
10.1,42,22.5,24,3.267,22.6
10,42,22.6,24,3.207,22.6
10,42,22.6,24,3.207,22.6
10.2,42,22.6,24,3.251,22.7
10.5,42,22.7,24,3.251,22.7
10.3,42,22.7,24,3.391,22.7
10.1,42,22.7,24,3.365,22.7
10,42,22.7,24,3.233,22.7
9.8,42,22.7,24,3.43,22.7
10.7,42,22.7,24,3.423,22.8
10.1,42,22.8,24,3.487,22.8
10.2,42,22.8,24,3.511,22.8
10.2,42,22.8,24,3.6,22.8
10.3,42,22.8,24,3.649,22.9
10.1,42,22.9,24,3.724,22.8
10,42,22.8,24,3.827,22.8
10.2,42,22.8,24,3.788,22.9
10,42,22.9,24,3.813,22.9
9.7,42,22.9,24,3.79,22.9
10,42,22.9,24,3.923,22.9
10.1,42,22.9,24,3.942,22.9
10.3,42,22.9,24,3.931,22.9
9.8,42,22.9,24,4.122,22.9
9.5,42,22.9,24,4.109,22.9
9.6,42,22.9,24,4.146,22.9
9.8,42,22.9,24,4.088,22.9
9.9,42,22.9,24,4.113,23
9.8,42,23,24,4.326,22.9
9.5,42,22.9,24,4.405,22.9
9.5,42,22.9,24,4.391,22.9
9.5,42,22.9,24,4.381,22.9
9.4,42,22.9,24,4.446,23
9.4,42,23,24,4.545,23
9.3,42,23,24,4.609,23
9.6,42,23,24,4.637,23
9.8,42,23,24,4.626,23
9.8,42,23,24,3.048,23
9.5,42,23,24,3.024,23
9.5,42,23,24,3.094,23
9,42,23,24,2.99,23
9.2,42,23,24,2.891,23
9.2,42,23,24,2.934,22.8
8.7,42,22.8,24,2.398,22
9,42,22,24,2.064,21.4
5.9,42,21.3,24,2.697,21.4
6,42,21.4,24,2.967,21.6
7.1,42,21.6,24,2.906,21.7
5.4,42,21.7,24,2.65,21.8
4.7,42,21.8,24,2.583,21.9
5.4,42,21.9,24,2.583,22.1
5.2,42,22.1,24,2.506,22.2
5.6,42,22.2,24,2.528,22.3
6.3,42,22.3,24,2.505,22.4
5.7,42,22.4,24,2.476,22.6
6.2,42,22.6,24,2.609,22.6
5.5,42,22.6,24,2.662,22.7
6.9,42,22.7,24,2.656,22.7
7.4,42,22.7,24,2.605,22.8
8.9,42,22.8,24,2.696,22.9
7.8,42,22.9,24,2.734,22.8
7.3,42,22.8,24,2.769,22.9
7,42,22.9,24,2.873,22.9
8.8,42,22.9,24,2.937,23
8.3,42,23,24,3.007,23
8.2,42,23,24,3.003,23.1
7.1,42,23.1,24,3.037,23.1
6.9,42,23.1,24,3.164,23.1
6.4,42,23.1,24,3.197,22.9
5,42,22.9,24,3.237,22.8
5.5,42,22.8,24,3.244,22.8
5.7,42,22.8,24,3.232,22.8
5.7,42,22.8,24,3.361,22.8
5.9,42,22.8,24,3.331,22.8
6.8,42,22.8,24,3.413,22.8
7.8,42,22.8,24,3.505,22.9
6.9,42,22.9,24,3.564,22.9
6.9,42,22.9,24,3.733,22.9
6.9,42,22.9,24,3.739,22.9
6.9,42,22.9,24,3.895,22.9
6.9,42,22.9,24,4.109,22.7
6.9,42,22.7,24,2.131,21.8
6.9,42,21.8,24,1.849,21.1
7.7,42,19.9,24,0.012,20.1
7.7,42,20.1,24,0.012,20.2
7.7,42,20.2,24,0.012,20.3
7.7,42,20.3,24,0.011,20.5
7.7,42,20.5,24,0.011,20.6
7.7,42,20.6,24,0.011,20.6
7.7,42,20.6,24,0.011,20.7
7.7,42,20.7,24,0.011,20.9
7.7,42,20.9,24,0.011,20.9
7.7,42,20.9,24,0.011,21
7.7,42,21,24,0.011,21
7.7,42,21,24,0.011,21
7.7,42,21,24,0.011,21.2
7.7,42,21.2,24,0.011,21.2
7.7,42,21.2,24,0.011,21.3
7.7,42,21.3,24,0.011,21.4
10.9,42,21.4,24,2.523,21.5
11,42,21.5,24,2.555,21.5
10.8,42,21.5,24,2.565,21.5
11.3,42,21.5,24,2.619,21.6
11.6,42,21.6,24,2.59,21.6
11.6,42,21.6,24,2.599,21.6
11.2,42,21.6,24,2.75,21.6
11.7,42,21.6,24,2.674,21.6
12.4,42,21.6,24,2.723,21.6
12.6,42,21.6,24,2.733,21.7
12.6,42,21.7,24,2.743,21.8
12.6,42,21.8,24,2.776,21.9
12.6,42,21.9,24,2.784,22
12.6,42,22,24,2.784,22
12.6,42,22,24,2.811,22
12.6,42,22,24,2.793,22
12.6,42,22,24,2.791,21.9
12.6,42,21.4,24,2.791,21.6
12.6,42,21.6,24,2.791,21.9
12.6,42,21.9,24,2.841,21.9
12.6,42,21.9,24,2.841,21.9
12.6,42,21.9,24,2.807,21.9
12.6,42,21.9,24,2.805,21.9
12.6,42,21.9,24,2.801,21.9
12.6,42,21.9,24,2.8,22
13.4,42,22,24,2.775,22.1
12.8,42,22.1,24,2.77,22.2
12.9,42,22.2,24,2.779,22.3
13.1,42,22.3,24,2.768,22.3
13,42,22.3,24,2.796,22.4
13.5,42,22.4,24,2.784,22.4
13.1,42,22.4,24,2.797,22.4
12.9,42,22.4,24,2.849,22.5
14.2,42,22.5,24,2.88,22.5
14.1,42,22.5,24,2.741,22.4
13.7,42,22.4,24,2.735,22.3
13.5,42,22.3,24,2.792,22.3
13.6,42,22.3,24,2.805,22.3
13.4,42,22.3,24,2.793,22.4
13.2,42,22.4,24,1.795,22.5
12.7,42,22.5,24,1.819,22.6
12.5,42,22.6,24,1.846,22.7
12.7,42,22.7,24,1.91,22.8
13,42,22.8,24,1.892,22.6
13,42,22.6,24,1.924,22.2
13.1,42,22.2,24,1.367,21.3
10.1,42,20.9,24,2.66,21.1
10,42,21.1,24,2.372,21.2
10,42,21.2,24,2.411,21.3
10.1,42,21.3,24,2.397,21.4
10.4,42,21.4,24,2.443,21.5
10.7,42,21.5,24,2.435,21.7
10.8,42,21.7,24,2.469,21.7
10.8,42,21.7,24,2.358,21.8
10.9,42,21.8,24,2.55,21.9
10.8,42,21.9,24,2.594,22
10.6,42,22,24,2.613,22
11.1,42,22,24,2.706,22
11,42,22,24,2.759,22.1
13.2,41,20,24,0.439,20
13.6,41,20,24,0.46,20
13.8,41,20,24,0.295,20
13.8,41,20,24,0.199,20
13.8,41,20,24,0.209,20
13.1,41,20,24,0.386,20
13,41,20,24,0.587,20
12.8,41,20,24,0.538,19.8
12.9,41,19.8,24,0.327,20.2
13.2,42,21.3,24,3.875,21.8
13.7,42,21.8,24,3.875,22
13.9,42,22,24,3.99,22.1
14.8,42,22.1,24,3.984,22.3
15.1,42,22.3,24,3.916,22.4
16.7,42,22.4,24,3.846,22.4
20,42,22.4,24,3.745,22.3
17.8,42,22.3,24,3.611,22.3
15.1,42,22.3,24,3.471,22.3
15.1,42,22.3,24,3.585,22.5
15.1,42,22.5,24,3.621,22.6
15.1,42,22.6,24,3.687,22.7
15.1,42,22.7,24,3.719,22.8
15.1,42,22.8,24,3.889,22.9
15.1,42,22.9,24,4.04,22.9
15.1,42,22.9,24,4.05,22.9
15.3,42,22.9,24,4.124,23
15.5,42,23,24,4.094,23
15.3,42,23,24,4.291,23.1
15.5,42,23.1,24,4.422,23
14.9,42,23,24,2.983,23
14.9,42,23,24,2.987,23
14.4,42,23,24,2.913,23
14.3,42,23,24,2.913,23
14.3,42,23,24,2.998,23
14.1,42,23,24,3.109,22.8
14,42,22.8,24,3.109,22
13.8,42,22,24,2.131,21.5
14,42,21.5,24,1.1,21.3
10.7,42,21.5,24,2.122,21.6
10.8,42,21.6,24,2.541,21.7
11.1,42,21.7,24,2.413,21.7
11.6,42,21.7,24,2.519,21.8
11.6,42,21.8,24,2.597,21.9
11.7,42,21.9,24,2.668,21.9
11.8,42,21.9,24,2.676,22
12.2,42,22,24,2.676,22.1
12.6,42,22.1,24,2.321,22.2
13,42,22.2,24,2.354,22.2
13.7,42,22.2,24,2.344,22.3
14.1,42,22.3,24,2.432,22.4
14.7,42,22.4,24,2.434,22.4
14.9,42,22.4,24,2.462,22.5
15.2,42,22.5,24,2.594,22.6
16.1,42,22.6,24,2.736,22.6
18,42,22.6,24,2.873,22.6
18.8,42,22.6,24,3.15,22.7
20.5,42,22.7,24,3.372,22.7
19.2,42,22.7,24,3.531,22.8
21.1,42,22.8,24,3.862,22.9
18.8,42,22.9,24,4.066,22.9
20.4,42,22.9,24,4.199,22.9
20.5,42,22.9,24,4.199,23
21.9,42,23,24,4.476,23
21.2,42,23,24,4.499,23
21.8,42,23,24,4.534,23
21.4,42,23,24,4.868,22.9
23.1,42,22.9,24,4.868,22.9
22.5,42,22.9,24,2.743,22.8
22.5,42,22.8,24,5.8,22.7
22.5,42,22.7,24,5.892,22.7
22.5,42,22.7,24,5.816,22.6
22.5,42,22.6,24,5.837,22.6
22.5,42,22.6,24,5.663,22.6
23.7,42,22.6,24,5.598,22.7
23.5,42,22.7,24,5.528,22.7
23.8,42,22.7,24,5.511,22.7
23.7,42,22.7,24,5.379,22.7
23.3,42,22.7,24,5.336,22.7
22.6,42,22.7,24,5.24,22.8
22.7,42,22.8,24,5.312,22.9
22.1,42,22.9,24,5.247,22.8
20.9,42,22.8,24,5.314,22.8
20.5,42,22.8,24,5.251,22.8
20.1,42,22.8,24,5.099,22.9
20.1,42,22.9,24,5.185,22.9
20.1,42,22.9,24,5.138,22.9
20.1,42,22.9,24,5.081,23
20.1,42,23,24,4.948,22.9
20.1,42,22.9,24,5.113,22.9
20.1,42,22.9,24,5.092,22.9
20.1,42,22.9,24,3.184,23
20.1,42,23,24,3.27,23
20.1,42,23,24,3.241,23
20.1,42,23,24,3.217,23
20.1,42,23,24,3.203,23
20.1,42,23,24,3.238,23
20.5,42,23,24,2.475,22.6
20.3,42,22.6,24,2.181,22.3
20.3,42,22.3,24,1.794,22.1
20.2,42,22.1,24,1.22,21.9
18.1,42,23,24,0.002,23.1
18.5,42,23.1,24,0.017,23.1
19.5,42,23.1,24,0.032,23.1
19.8,42,23.1,24,0.04,23.1
19.3,42,23.1,24,0.046,23
21.2,42,23,24,0.048,23
21.5,42,23,24,0.052,23.1
22.4,42,23.1,24,0.039,23.1
22.8,42,23.1,24,0.045,23.1
23.4,42,23.1,24,0.053,23.1
24.5,41,23.1,24,0.093,23.2
24.6,41,23.2,24,0.104,23.2
24.3,41,23.2,24,0.113,23.2
25.1,41,23.2,24,0.118,23.1
27,41,23.1,24,0.118,23.1
26.6,41,23.1,24,0.116,23.1
26.6,41,23.1,24,0.113,23.1
27.4,41,23.1,24,0.113,23.1
27.1,41,23.1,24,0.094,23.1
24.3,41,23.1,24,0.082,23
24.5,41,23,24,0.069,23
24.4,41,23,24,0.05,23
23.9,41,23,24,0.03,22.9
21,41,22.9,24,0.013,22.9
20.7,41,22.9,24,0.038,22.9
20.6,41,22.9,24,0.059,22.9
20.3,41,22.9,24,0.097,22.9
19,41,22.9,24,0.14,22.9
19.4,41,22.9,24,0.181,22.9
18.9,41,22.9,24,0.218,22.8
18.5,41,22.8,24,0.232,22.8
18.8,41,22.8,24,0.228,22.9
18.3,41,22.9,24,0.252,22.9
18.3,41,22.9,24,0.266,22.9
18.3,41,22.9,24,0.314,23
17.8,42,22.9,24,0.007,23
18.5,42,23,24,0.015,22.9
19,42,22.9,24,0.027,22.9
19.5,42,22.9,24,0.038,23
20.9,42,23,24,0.051,23
21.1,41,23,24,0.069,23.1
21.6,41,23.1,24,0.093,23.1
23.3,41,23.1,24,0.119,23.2
22.6,41,23.2,24,0.157,23.2
17,42,23,24,0.005,23.1
17,41,23.1,24,0.033,23.2
9.1,42,21.2,24,2.737,21.4
9.1,42,21.4,24,3.073,21.6
9.1,42,21.6,24,2.699,21.7
8.9,42,21.7,24,2.614,21.8
10.3,42,21.8,24,2.562,22
10.7,42,22,24,2.638,22.1
11.1,42,22.1,24,2.652,22.2
10.4,42,22.2,24,2.684,22.3
10.8,42,22.3,24,2.746,22.4
11.1,42,22.4,24,2.882,22.4
11.7,42,22.4,24,2.882,22.5
12.7,42,22.5,24,3.052,22.5
12.5,42,22.5,24,3.276,22.6
14,42,22.6,24,3.358,22.7
13.2,42,22.7,24,3.638,22.7
13,42,22.7,24,3.81,22.7
12.5,42,22.7,24,3.933,22.8
14.5,42,22.8,24,4.083,22.8
13.3,42,22.8,24,4.212,22.7
13,42,22.7,24,4.24,23
13.7,42,23,24,4.244,23.1
14.7,42,23.1,24,4.265,23
14.1,42,23,24,4.204,23
13.5,42,23,24,4.171,23.1
13.8,42,23.1,24,4.195,23.2
13.7,42,23.2,24,4.119,23.2
14.1,42,23.2,24,4.298,22.9
14.8,42,22.9,24,4.208,22.9
14.5,42,22.9,24,4.152,23.2
13.7,42,23.2,24,2.814,23.4
17,42,23.4,24,4.21,23.4
16.8,42,23.4,24,4.145,23.3
16.8,42,23.3,24,4.109,23.4
16.8,42,23.4,24,4.08,23.4
16.8,42,23.4,24,3.996,23.5
16.8,42,23.5,24,3.922,23.2
16.8,42,23.2,24,3.977,23.1
16.8,42,23.1,24,3.976,23.1
16.8,42,23.1,24,3.945,23.1
16.8,42,23.1,24,4.055,23.1
16.8,42,23.1,24,4.159,23
16.8,42,23,24,4.229,23
16.8,42,23,24,4.222,23
16.8,42,23,24,4.253,23
16.8,42,23,24,4.38,23.1
16.8,42,23.1,24,4.34,23
16.8,42,23,24,4.459,23
16.8,42,23,24,4.357,22.9
16.8,42,22.9,24,4.421,23
16.8,42,23,24,4.439,23.1
16.8,42,23.1,24,4.515,23.2
16.8,42,23.2,24,4.555,23.3
16.8,42,23.3,24,4.672,23.3
16.8,42,23.3,24,4.803,23.2
16.8,42,23.2,24,4.822,23.1
16.8,42,23.1,24,3.231,23.1
16.8,42,23.1,24,3.16,23.1
16.8,42,23.1,24,3.169,23.1
16.8,42,23.1,24,3.14,23.1
16.8,42,23.1,24,3.215,23.1
16.8,42,23.1,24,3.152,23
16.8,42,23,24,2.533,22.4
16.8,42,22.4,24,2.333,22
16.8,42,22,24,1.713,21.7
9.1,42,21.9,24,2.069,22.1
10.5,42,22.1,24,2.728,22.1
10.7,42,22.1,24,3.096,22.3
10.9,42,22.3,24,2.914,22.3
10.3,42,22.3,24,2.815,22.4
10.9,42,22.4,24,2.922,22.4
11.6,42,22.4,24,2.89,22.5
12,42,22.5,24,2.88,22.6
12.2,42,22.6,24,2.932,22.6
12.8,42,22.6,24,2.957,22.7
12.5,42,22.7,24,2.97,22.7
12.8,42,22.7,24,2.828,22.6
12.6,42,22.6,24,2.092,22.7
13.9,42,22.7,24,3.137,22.9
14.3,42,22.9,24,3.39,22.9
15.2,42,22.9,24,3.596,22.9
14.5,42,22.9,24,3.596,22.9
16.8,42,22.9,24,3.983,23
17.5,42,23,24,4.233,23.1
17.8,42,23.1,24,4.59,23.2
16.9,42,23.2,24,4.922,23.2
16,42,23.2,24,5.206,23.2
16.9,42,23.2,24,5.359,23.2
19.4,42,23.2,24,5.609,23.1
17.4,42,23.1,24,5.719,23
21.1,42,23,24,5.743,23
20.6,42,23,24,5.662,22.9
17.1,42,22.9,24,5.834,22.9
16.2,42,22.9,24,5.586,22.9
17.5,42,22.9,24,5.586,22.9
17.2,42,22.9,24,5.573,22.8
16.1,42,22.8,24,5.35,22.8
16.9,42,22.8,24,5.341,22.9
17.3,42,22.9,24,5.258,22.9
16.7,42,22.9,24,5.305,22.9
18.2,42,22.9,24,5.103,22.9
17.7,42,22.9,24,5.188,22.9
17.4,42,22.9,24,5.07,22.9
17.2,42,22.9,24,5.09,22.9
16.9,42,22.9,24,5.006,23
18.2,42,23,24,4.978,23
17.2,42,23,24,5.001,23
16.7,42,23,24,4.89,23
17.7,42,23,24,4.885,23
19.2,42,23,24,4.837,23
18.9,42,23,24,4.786,23
19.2,42,23,24,4.867,23.1
19.7,42,23.1,24,4.845,23.1
19.9,42,23.1,24,4.889,23.1
17.9,42,23.1,24,4.758,23
17.2,42,23,24,3.241,23.1
19,42,23.1,24,3.153,23.1
17.4,42,23.1,24,3.216,23.1
18.3,42,23.1,24,3.148,23.2
18,42,23.2,24,3.229,23.3
18,42,23.3,24,3.203,23.3
18,42,23.3,24,2.56,23.1
18.1,42,23.1,24,2.436,22.9
18.1,42,22.9,24,2.134,22.8
18.1,42,22.8,24,1.852,22.7
16.2,42,22.8,24,0.001,22.8
16.2,42,22.8,24,0.017,22.9
16.2,42,22.9,24,0.028,22.9
16.2,42,22.9,24,0.048,22.9
16.2,42,22.9,24,0.07,22.8
16.2,42,22.8,24,0.084,22.8
16.2,42,22.8,24,0.106,22.8
16.2,42,22.8,24,0.127,22.8
16.2,42,22.8,24,0.139,22.8
16.2,42,22.8,24,0.156,22.8
16.2,42,22.8,24,0.165,22.7
16.2,42,22.7,24,0.163,22.7
16.2,41,22.7,24,0.154,22.7
16.2,41,22.7,24,0.152,22.6
16.2,41,22.6,24,0.151,22.5
16.2,41,22.5,24,0.144,22.5
16.2,41,22.5,24,0.144,22.4
16.2,41,22.4,24,0.108,22.4
16.2,41,22.4,24,0.079,22.3
16.2,41,22.3,24,0.05,22.3
16.2,42,22.5,24,0,22.5
16.2,42,22.5,24,0.001,22.5
16.2,42,22.5,24,0.013,22.6
16.2,42,22.6,24,0.037,22.6
27.5,42,22.6,24,0.062,22.7
28.3,42,22.7,24,0.097,22.7
27.8,42,22.7,24,0.154,22.8
27.7,42,22.8,24,0.231,22.9
28.5,42,22.9,24,0.203,22.9
28.5,42,22.9,24,0.254,23
27.8,42,23,24,0.31,23
27.8,42,23,24,0.342,23.1
27.8,42,23.1,24,0.391,23.1
27.8,42,23.1,24,0.43,23.2
27.8,42,23.2,24,0.429,23.2
27.8,42,23.2,24,0.455,23.3
27.7,42,23.3,24,0.491,23.4
16.4,42,23,24,0.006,23
16.4,42,23,24,0.014,23.1
16.4,42,23.1,24,0.035,23.1
16.4,41,23.1,24,0.062,23.2
