@relation IndoorTempDynamics

@attribute external-temperature numeric
@attribute hvac-mode {40,41,42}
@attribute indoor-temperature numeric
@attribute setpoint-temperature numeric
@attribute hvac-power numeric
@attribute next-indoor-temp numeric

@data
4.5,42,24.2,24,2.244,24.2
4.8,42,24.2,24,2.244,24.2
5.1,42,24.2,24,2.213,24.2
6.8,42,24.2,24,2.335,24.2
6.8,42,24.2,24,2.313,24.2
6.2,42,24.2,24,2.199,24.1
7.6,42,24.1,24,2.245,24.2
10.7,42,24.2,24,2.237,24.2
11.7,42,24.2,24,2.182,24.3
13.1,42,24.3,24,2.216,24.1
12.6,42,24.1,24,2.278,24
12.5,42,24,24,2.319,24
12.5,42,24,24,2.318,24
14.6,42,24,24,2.397,24
15.9,42,24,24,2.488,24
10.7,41,24,24,2.377,23.9
10.5,41,23.9,24,2.417,23.9
10.2,41,23.9,24,2.501,24
11,41,24,24,2.576,24
11.9,41,24,24,2.636,24
10.5,41,24,24,2.741,24
11.3,41,24,24,2.726,24
10.7,41,24,24,2.804,24
11.2,41,24,24,2.803,24
11.3,41,24,24,2.789,24
12,41,24,24,2.654,24
12.4,41,24,24,2.608,24
12.8,41,24,24,2.6,24.1
12.2,41,24.1,24,2.6,23.9
13.6,41,23.9,24,2.642,23.4
15.1,41,23.4,24,3.146,22
12.2,42,22,24,5.431,21.6
13.3,42,21.6,24,6.563,21.4
12.4,42,21.4,24,4.094,21.4
11.5,42,17.4,24,1.108,20.9
11.5,42,20.9,24,2.734,22.5
11.5,42,22.5,24,3.008,22.8
11.4,42,22.8,24,2.893,23.1
11.3,42,23.1,24,2.976,23.5
11.2,42,23.5,24,3.074,23.6
11.2,42,23.6,24,3.028,23.8
11.1,42,23.8,24,2.937,23.9
11,42,23.9,24,2.583,24
10.9,42,24,24,2.544,24
11,42,24,24,2.607,24.1
11,42,24.1,24,2.508,24.1
11,42,24.1,24,2.515,24.1
11.2,42,24.1,24,2.339,24.2
11.4,42,24.2,24,2.269,24.2
11.5,42,24.2,24,2.214,24.2
11.5,42,24.2,24,2.248,24.2
11.7,42,24.2,24,2.145,24
13.4,42,24,24,2.322,24
13.2,42,24,24,2.479,24.1
14.3,42,24.1,24,2.545,24.1
13.5,42,24.1,24,2.595,24.2
13,42,24.2,24,2.65,24.2
12.8,42,24.2,24,2.724,24.2
13.1,42,24.2,24,2.818,24.1
14.1,42,24.1,24,2.89,24
16,42,24,24,2.868,24
17.3,42,24,24,2.879,23.9
17.1,42,23.9,24,2.793,23.8
17.2,42,23.8,24,2.81,23.7
17.8,42,23.7,24,2.883,23.7
17.2,42,23.7,24,2.789,23.6
17.9,42,23.6,24,2.824,23.6
15,42,23.6,24,2.934,23.5
15.7,42,23.5,24,2.914,23.5
15.6,42,23.5,24,3.06,23.5
15.8,42,23.5,24,3.001,23.5
16.5,42,23.5,24,3.129,23.5
16.6,42,23.5,24,3.171,23.5
16.1,42,23.5,24,3.305,23.5
15.6,42,23.5,24,3.36,23.5
15.1,42,23.5,24,3.36,23.6
15,42,23.6,24,3.46,23.6
15.9,42,23.6,24,3.733,23.6
15.3,42,23.6,24,3.833,23.6
14.9,42,23.6,24,3.81,23.7
15,42,23.7,24,3.81,23.7
15.1,42,23.7,24,3.848,23.7
14.7,42,23.7,24,3.916,23.7
15,42,23.7,24,3.916,23.8
14.8,42,23.8,24,4,23.8
14.9,42,23.8,24,4.039,23.9
15,42,23.9,24,3.959,23.9
15.4,42,23.9,24,3.948,23.9
15.5,42,23.9,24,3.902,24
15.5,42,24,24,3.878,24
15.6,42,24,24,3.863,24.1
15.5,42,24.1,24,3.816,24
15.7,42,24,24,3.773,24
15.1,42,24,24,3.669,24.1
14.9,42,24.1,24,3.638,24.2
14.7,42,24.2,24,3.508,24.2
14.5,42,24.2,24,3.507,24.2
14.5,42,24.2,24,3.409,24.2
14.2,42,24.2,24,2.185,24.2
14,42,24.2,24,2.183,24.3
14.1,42,24.3,24,2.156,24.4
14.1,42,24.4,24,2.119,24.4
13.9,42,24.4,24,1.971,24.4
13.9,42,24.4,24,1.985,23.8
13.9,42,23.8,24,2.005,22.3
13.8,42,22.3,24,3.685,21.7
13.9,42,21.7,24,3.201,21.6
13.9,42,21.6,24,2.71,21.6
13.7,42,19.7,24,1.1,22.8
13.6,42,22.8,24,3.48,23.3
13.5,42,23.3,24,3.072,23.4
13.6,42,23.4,24,2.888,23.7
13.6,42,23.7,24,2.778,23.9
13.5,42,23.9,24,2.722,23.9
13.5,42,23.9,24,2.651,23.9
13.5,42,23.9,24,2.611,23.9
13.6,42,23.9,24,2.508,23.9
13.5,42,23.9,24,2.381,24
13.5,42,24,24,2.494,24
13.6,42,24,24,2.494,24
13.7,42,24,24,2.334,24.1
13.6,42,24.1,24,2.361,24.1
13.7,42,24.1,24,2.293,24.2
13.8,42,24.2,24,2.365,24.2
13.7,42,24.2,24,2.333,24.3
13.9,42,24.3,24,2.333,24.4
13.9,42,24.4,24,2.407,24.5
14.1,41,23,24,3.049,23
14.2,41,23,24,3.52,23.1
13,42,21,24,1.345,23.5
13,42,23.5,24,3.602,23.9
12.7,42,23.9,24,2.963,24.1
13,42,24.1,24,2.938,24.2
12.9,41,24.2,24,2.86,24.4
12.9,41,24.4,24,2.642,24.5
16.3,42,21.5,24,1.329,23.5
16.1,42,23.5,24,3.454,24.3
16.2,41,22.9,24,3.332,23
9.9,42,21.7,24,2.31,23.7
10.1,42,23.7,24,3.267,24.3
9.8,42,24.3,24,2.873,24.3
10.1,41,23.2,24,3.26,23.1
9.6,41,23.1,24,3.26,23
9.3,41,23,24,3.703,23.2
9.4,41,23.2,24,3.879,23.5
9.4,41,23.5,24,3.852,23.9
10,41,23.9,24,4.228,24
10.1,41,24,24,4.228,24
11.6,42,20.7,24,1.302,23.3
11.6,42,23.3,24,3.743,23.6
11.5,42,23.6,24,3.735,23.7
11.2,42,23.7,24,3.355,24
11.5,42,24,24,3.355,24.1
11.7,42,24.1,24,3.025,24.4
11.6,42,24.4,24,2.753,24.4
11.7,42,24.4,24,2.543,24.5
11.9,42,24.5,24,2.349,23.9
11.9,40,23.9,24,2.327,23.2
12.1,42,23.2,24,2.572,24
12.1,42,24,24,3.061,24.2
12.2,42,24.2,24,2.962,24.2
12.3,41,24.2,24,2.932,24
12.4,41,24,24,2.932,24.1
12.5,41,24.1,24,2.901,24.1
13.8,41,24.1,24,2.873,24.1
15.9,41,24.1,24,2.847,24.1
16.3,41,24.1,24,2.95,24
8.9,42,20.9,24,1.245,23.4
8.7,42,23.4,24,1.245,23.9
8.8,42,23.9,24,2.911,24
8.1,42,24,24,2.879,24.1
8.8,42,24.1,24,2.869,24.2
8.4,42,24.2,24,2.869,24.3
8.8,42,24.3,24,2.869,24.4
8.8,42,24.4,24,2.361,24.5
9,42,24.5,24,1.955,23.3
8.3,42,23.3,24,2.37,22.5
9.1,42,22.5,24,3.393,22.7
8.3,42,22.7,24,3.848,23.7
8.3,42,23.7,24,3.659,24.4
8.2,42,24.4,24,3.259,23.8
8.5,40,23.8,24,3.414,22.9
9.4,42,22.9,24,3.841,22.9
9.6,41,22.9,24,4.099,23
9.8,41,23,24,4.146,23.4
9.8,41,23.4,24,4.287,24.2
9.5,41,23.3,24,3.448,22.9
10.1,41,22.9,24,4.223,23.1
9.4,41,23.1,24,4.198,23.3
9.8,41,23.3,24,4.209,23.6
10.6,41,23.6,24,4.275,23.8
9.6,41,23.8,24,4.223,23.9
10.1,41,23.9,24,4.223,24
10,41,24,24,4.14,23.9
10.1,41,23.9,24,4.089,24
5.2,42,20.3,24,1.225,23
5.2,42,23,24,3.651,23.4
4.9,42,23.4,24,3.212,23.7
5.3,42,23.7,24,3.212,23.9
4.9,42,23.9,24,3.076,24.1
5.1,42,24.1,24,3.03,24.2
5.2,42,24.2,24,2.951,24.2
4.5,42,24.2,24,2.841,24.3
4.6,42,24.3,24,2.609,24.3
4,42,24.3,24,2.442,24.3
3.8,42,24.3,24,2.424,24.2
3.8,42,24.2,24,2.498,24.1
4,42,24.1,24,2.498,24.2
3.4,42,24.2,24,2.244,24.3
3,42,24.3,24,2.213,24.2
3.1,42,24.2,24,2.118,24.3
3.6,42,24.3,24,2.126,24.3
3.4,42,24.3,24,2.108,24.3
3.1,42,24.3,24,2.002,24.4
3.1,42,24.4,24,1.904,24.2
3.8,42,24.2,24,1.99,24
3.6,42,24,24,1.99,23.9
3.8,42,23.9,24,2.276,23.9
3.4,42,23.9,24,2.513,24
3.9,42,24,24,2.393,24.1
4.3,42,24.1,24,2.357,24.1
4.4,42,24.1,24,2.427,24
4.4,42,24,24,2.402,24
4.4,42,24,24,2.523,24
4.7,42,24,24,2.523,24.1
4.6,42,24.1,24,2.671,24.1
4.9,42,24.1,24,2.666,24
5.2,42,24,24,2.545,23.8
5.5,42,23.8,24,2.645,23.9
5.1,42,23.9,24,2.631,23.9
4.3,42,23.9,24,2.645,24
4.3,42,24,24,2.677,24.1
4,42,24.1,24,2.634,24.1
5,42,24.1,24,2.575,24.1
5.6,42,24.1,24,2.54,24
5.6,42,24,24,2.547,23.9
5.6,42,23.9,24,2.625,23.9
5.5,42,23.9,24,2.66,24
5.5,42,24,24,2.775,24
5.8,42,24,24,2.818,24
5.8,42,24,24,2.75,24
6.2,42,24,24,2.689,24
6,42,24,24,2.674,24
6.5,42,24,24,2.622,24
6.5,42,24,24,2.64,24
6.2,42,24,24,2.782,23.9
6.4,42,23.9,24,2.894,24
6.9,42,24,24,2.924,24
7.4,42,24,24,2.885,24
7.6,42,24,24,2.811,24
7.2,42,24,24,2.692,24
6.9,42,24,24,2.704,24
6.4,42,24,24,2.662,24.1
7.7,42,24.1,24,2.781,24
7.7,42,24,24,2.709,24
7.4,42,24,24,2.699,24
6.8,42,24,24,2.796,23.9
6.4,42,23.9,24,2.978,24
7.6,42,24,24,2.974,24
7,42,24,24,1.818,24
6.3,42,24,24,1.758,23.9
6.4,42,23.9,24,1.765,24.1
6.5,42,24.1,24,1.792,24
6.2,42,24,24,1.961,24
5.9,42,24,24,2.044,23.4
6.2,42,23.4,24,2.207,21.9
6,42,21.9,24,3.185,21.6
6,42,21.6,24,3.464,21.7
6.2,42,21.7,24,2.937,21.8
5.2,42,19.5,24,1.047,22.4
5.5,42,22.4,24,3.236,23.2
5.3,42,23.2,24,3.071,23.5
5.1,42,23.5,24,2.897,23.7
5.9,42,23.7,24,2.931,23.9
5.8,42,23.9,24,2.856,24
4.6,42,24,24,2.7,24.1
5.5,42,24.1,24,2.518,24.1
5.4,42,24.1,24,2.577,24.2
5.5,42,24.2,24,2.487,24.3
5.5,42,24.3,24,2.4,24.3
5.3,42,24.3,24,2.332,24.4
5.7,42,24.4,24,2.142,24.4
6,42,24.4,24,2.246,24.4
6.1,42,24.4,24,2.174,24.3
6.2,42,24.3,24,2.174,24.3
6.5,42,24.3,24,1.993,24.3
6.9,42,24.3,24,1.985,24.3
6.9,42,24.3,24,1.949,24.2
7.6,42,24.2,24,1.98,24.1
9.2,42,24.1,24,2.004,24.1
12.7,42,24.1,24,2.029,24
8.9,42,24,24,2.029,24
9.2,42,24,24,2.171,24
11.4,42,24,24,2.177,24
9.2,42,24,24,2.196,23.9
8.6,41,23.9,24,2.193,24
10.6,41,24,24,2.256,24
10.1,41,24,24,2.288,24
8.9,41,24,24,2.319,24
9.2,41,24,24,2.305,24
10.4,41,24,24,2.323,23.9
9.2,41,23.9,24,2.38,24
9.2,41,24,24,2.38,24
10.9,41,24,24,2.363,24
9.3,41,24,24,2.394,24
9.6,41,24,24,2.448,24
12.4,41,24,24,2.523,23.9
11.4,41,23.9,24,2.555,24
10.8,41,24,24,2.538,23.9
8.9,41,23.9,24,2.55,24
9.8,41,24,24,2.563,24.1
10.1,41,24.1,24,2.588,24.1
8.6,41,24.1,24,2.557,23.9
8.1,41,23.9,24,2.646,24
8,41,24,24,2.715,24
6.7,41,24,24,2.8,23.9
7.7,41,23.9,24,2.823,24
8.3,41,24,24,2.7,24
8.7,41,24,24,2.6,24
8.1,41,24,24,2.61,24
7.5,41,24,24,2.583,24
7.6,41,24,24,2.597,24.1
8.8,41,24.1,24,2.551,24
8.6,41,24,24,2.604,24
6.3,42,19.8,24,1.153,22.6
6.3,42,22.6,24,2.146,23.3
6.3,42,23.3,24,2.025,23.6
6.3,42,23.6,24,1.893,23.8
6.3,42,23.8,24,2.19,24
6.3,42,24,24,2.127,24.1
6.3,42,24.1,24,1.952,24.1
6.3,42,24.1,24,2.864,24.2
6.3,42,24.2,24,1.798,24.3
6.3,42,24.3,24,1.744,24.3
6.3,42,24.3,24,1.665,24.4
6.3,42,24.4,24,1.709,24.4
8.1,42,24.4,24,1.582,24.3
6.1,42,24.3,24,1.559,24.1
6.2,42,24.1,24,1.578,24.1
6.3,42,24.1,24,1.577,24.2
8.6,42,24.2,24,1.492,24.3
7.2,42,24.3,24,1.976,24.4
8.2,42,24.4,24,1.869,24.3
8.5,42,24.3,24,1.768,24.1
9.5,42,24.1,24,1.784,24.1
12.8,42,24.1,24,1.749,24.1
12.3,42,24.1,24,1.732,24.1
11.9,42,24.1,24,1.706,24
13.7,41,24,24,1.81,24
13.1,41,24,24,1.897,23.9
14.3,41,23.9,24,1.96,23.9
14.6,41,23.9,24,1.935,23.9
15.4,41,23.9,24,1.809,23.8
11.6,41,23.8,24,1.825,23.8
16.7,41,23.8,24,1.85,23.8
10.9,41,23.8,24,1.782,23.8
10,41,23.8,24,1.868,24.1
11.8,41,24.1,24,1.793,24.3
6,42,17.5,24,1.096,20.9
6.4,42,20.9,24,1.788,22.4
6.3,42,22.4,24,1.83,22.8
6.7,42,22.8,24,1.829,23.1
6,42,23.1,24,1.829,23.4
5.6,42,23.4,24,2.924,23.6
6.1,42,23.6,24,3.026,23.7
6.5,42,23.7,24,3.083,23.9
7.1,42,23.9,24,2.896,23.9
7.2,42,23.9,24,2.839,24
7.2,42,24,24,3.107,24
7.4,42,24,24,2.968,24
7.3,42,24,24,2.915,24.1
7.2,42,24.1,24,2.902,24.1
6.9,42,24.1,24,2.893,24.1
7.4,42,24.1,24,2.657,24.1
7.6,42,24.1,24,2.631,24.1
7.6,42,24.1,24,2.631,24.1
7.6,42,24.1,24,2.615,24.1
7.6,42,24.1,24,2.521,24.1
7.6,42,24.1,24,2.555,24.2
7.6,42,24.2,24,2.567,24.2
8.7,42,24.2,24,2.573,24.2
8.6,42,24.2,24,2.576,24.2
8.6,42,24.2,24,2.549,24.2
8.8,42,24.2,24,2.543,24.2
9.2,42,24.2,24,2.506,24.1
9.3,42,24.1,24,2.55,24
9.4,42,24,24,2.607,24
9.5,42,24,24,2.656,24
9.5,42,24,24,2.714,24
9.3,42,24,24,2.802,24
9.4,42,24,24,2.836,24
12.6,42,24,24,2.753,24.1
12.3,42,24.1,24,2.716,24.1
11,42,24.1,24,2.774,24.1
11.4,42,24.1,24,2.73,24.1
11.1,42,24.1,24,2.732,24
10.5,42,24,24,2.713,24
9.9,42,24,24,2.698,24
10.7,42,24,24,2.682,24
13.9,42,24,24,2.682,24.1
14.2,42,24.1,24,2.702,24.1
14.5,42,24.1,24,2.694,24.1
14.4,42,24.1,24,2.684,24.1
14.9,42,24.1,24,2.684,24.1
14.5,42,24.1,24,2.632,24.1
12.9,42,24.1,24,2.613,24.1
11.9,42,24.1,24,2.603,24.1
12,42,24.1,24,2.628,24.1
12.5,42,24.1,24,2.613,24
12.2,42,24,24,2.646,24
11.9,42,24,24,2.65,24
12.5,42,24,24,2.648,24
12,42,24,24,2.671,24
11.8,42,24,24,2.683,24
13.3,42,24,24,2.654,24
13.1,42,24,24,2.766,24
12.9,42,24,24,2.741,24.1
13.2,42,24.1,24,2.635,24
13.2,42,24,24,2.606,24
13.2,42,24,24,2.595,24
13.2,42,24,24,2.635,24.1
13.2,42,24.1,24,2.664,24
13.2,42,24,24,1.742,24
13.2,42,24,24,1.754,24.1
13.2,42,24.1,24,1.892,24
13.2,42,24,24,1.817,24.1
13.2,41,24.1,24,1.763,24
13.2,41,24,24,1.75,23.3
13.2,41,23.3,24,1.931,22.1
13.2,42,22.1,24,3.579,21.7
13.2,42,21.7,24,2.931,22
13.2,42,22,24,2.827,22
6.5,42,19.2,24,1.006,22.1
5.7,42,22.1,24,2.002,23
6.5,42,23,24,1.903,23.4
5.9,42,23.4,24,2.004,23.5
6.7,42,23.5,24,3.12,23.7
6.1,42,23.7,24,2.931,23.9
6.5,42,23.9,24,2.986,24
5.6,42,24,24,2.95,24.1
6.1,42,24.1,24,2.839,24.2
5.4,42,24.2,24,2.765,24.2
5.7,42,24.2,24,2.858,24.2
5.7,42,24.2,24,2.818,24.2
5.9,42,24.2,24,2.785,24.2
7.7,42,24.2,24,2.692,24.3
7.7,42,24.3,24,2.605,24.3
10.2,42,24.3,24,2.636,24.3
11.3,42,24.3,24,2.393,24.4
12.3,42,24.4,24,2.381,24.4
12,42,24.4,24,2.283,24.4
13.3,42,24.4,24,2.129,24.4
13.8,42,24.4,24,1.992,24.2
13.4,41,24.2,24,1.942,24
14.5,41,24,24,2.054,23.9
15.3,41,23.9,24,2.173,23.8
16.7,41,23.8,24,2.22,23.9
17.6,41,23.9,24,2.269,23.8
15.1,41,23.8,24,2.319,23.7
7.9,42,20.3,24,1.237,23
7.9,42,23,24,2.26,23.6
7.9,42,23.6,24,2.172,23.9
7.9,42,23.9,24,1.864,24
7.9,42,24,24,2.764,24.2
7.9,42,24.2,24,2.764,24.3
7.9,42,24.3,24,2.539,24.4
7.9,42,24.4,24,2.38,24.4
7.9,42,24.4,24,2.326,24.5
7.9,42,24.5,24,2.217,24.5
7.9,42,24.5,24,2.198,24.4
7.9,42,24.4,24,2.239,24.4
7.9,42,24.4,24,2.037,24.4
7.9,42,24.4,24,2.003,24.3
7.9,42,24.3,24,2.09,23.9
7.9,42,23.9,24,2.127,23.9
7.9,42,23.9,24,2.246,24
7.9,42,24,24,2.314,24.1
7.9,42,24.1,24,2.303,24.2
7.9,42,24.2,24,2.181,24.1
7.9,41,24.1,24,2.253,24.1
7.9,41,24.1,24,2.208,24.1
7.9,41,24.1,24,2.22,23.9
16.6,42,21.9,24,4.619,22.2
21.9,42,22.2,24,5.195,22.6
21.9,42,22.6,24,5.796,22.9
21.9,42,22.9,24,6.266,23
21.9,42,23,24,6.425,23.2
21.9,42,23.2,24,6.459,23.3
21.9,42,23.3,24,6.467,23.1
21.9,42,23.1,24,6.482,23.1
21.9,42,23.1,24,6.514,23.2
21.9,42,23.2,24,6.518,23.3
21,42,23.3,24,6.653,23.9
21.7,42,23.9,24,6.218,23.5
21.5,42,23.5,24,7.317,22.9
21.2,42,22.9,24,6.994,22.7
20.9,42,22.7,24,6.994,22.6
21.7,42,22.6,24,6.478,22.6
21.4,42,22.6,24,6.168,22.6
21.3,42,22.6,24,5.972,22.7
22,42,22.7,24,5.813,22.7
22,42,22.7,24,5.561,22.8
22,42,22.8,24,5.404,22.8
21.1,42,22.8,24,5.341,22.9
20.9,42,22.9,24,5.32,22.9
21.2,42,22.9,24,5.32,23
21.7,42,23,24,3.221,23.1
21.4,42,23.1,24,3.257,23.1
21,42,23.1,24,3.124,23.2
20.5,42,23.2,24,3.117,23.2
20,42,23.2,24,3,23.2
19.6,42,23.2,24,3,22.8
19.6,42,22.8,24,2.181,22.5
19.2,42,22.5,24,1.93,22.2
18.7,42,22.2,24,1.891,22
13.6,42,21.9,24,0.021,22
13.6,42,22,24,0.069,22.1
13.6,42,22.1,24,0.068,22.2
13.4,42,22.2,24,0.279,22.4
13.2,42,22.4,24,0.415,22.5
13.4,42,22.5,24,0.544,22.6
13.6,42,22.6,24,0.631,22.5
13.5,42,22.5,24,0.692,22.6
13.9,42,22.6,24,0.746,22.6
14,42,22.6,24,0.596,22.5
14.5,42,22.5,24,0.627,22.3
14.5,42,22.3,24,0.642,22.1
15.3,42,22.1,24,0.614,21.9
15.3,42,21.9,24,0.571,21.8
15.1,42,21.8,24,0.433,21.9
18,42,21.9,24,0.448,21.7
15.6,42,21.7,24,0.43,21.7
15.8,42,21.7,24,0.301,21.9
15.8,42,21.9,24,0.254,22.1
15.7,42,22.1,24,0.247,22.2
15.7,42,22.2,24,0.228,22.2
16,42,22.2,24,0.207,22.1
16.2,42,22.1,24,0.174,22
16.4,42,22,24,0.134,21.9
10.1,42,21.8,24,0.008,21.9
10.1,42,21.9,24,1.815,22
11.3,42,22,24,2.447,22.2
11.5,42,22.2,24,2.52,22.2
11.5,42,22.2,24,2.576,22.3
11.5,42,22.3,24,2.55,22.4
11.5,42,22.4,24,2.584,22.5
11.5,42,22.5,24,2.657,22.6
11.5,42,22.6,24,2.616,22.6
11.5,42,22.6,24,2.525,22.7
11.5,42,22.7,24,2.621,22.6
11.5,42,22.6,24,2.654,22.6
11.5,42,22.6,24,2.853,22.5
11.5,42,22.5,24,2.957,22.6
11.5,42,22.6,24,3.168,22.5
11.5,42,22.5,24,3.234,22.5
11.5,42,22.5,24,3.2,22.6
11.5,42,22.6,24,3.236,22.6
11.5,42,22.6,24,3.314,22.7
11.5,42,22.7,24,3.418,22.7
11.5,42,22.7,24,3.417,22.7
11.5,42,22.7,24,3.56,22.8
11.5,42,22.8,24,3.616,22.8
11.5,42,22.8,24,3.652,22.8
11.5,42,22.8,24,3.79,22.9
11.5,42,22.9,24,3.843,22.9
11.5,42,22.9,24,4.023,22.9
13.4,42,22.9,24,4.042,22.9
13.2,42,22.9,24,4.182,22.9
13.5,42,22.9,24,4.182,22.9
13.5,42,22.9,24,4.312,22.9
13.5,42,22.9,24,4.344,22.9
13.5,42,22.9,24,4.347,23
13.5,42,23,24,4.347,23
13.5,42,23,24,4.408,23
13.5,42,23,24,4.421,23
13.5,42,23,24,4.446,23
13.5,42,23,24,4.406,23.1
13.5,42,23.1,24,4.494,23.1
13.5,42,23.1,24,4.56,23.1
13.5,42,23.1,24,4.559,23.1
13.5,42,23.1,24,4.613,23
13.5,42,23,24,4.684,23
13.5,42,23,24,4.568,23.1
13.5,42,23.1,24,4.761,23.1
13.5,42,23.1,24,4.841,23
13.5,42,23,24,4.776,23
13.5,42,23,24,4.911,23
13.5,42,23,24,5.043,23
13.5,42,23,24,4.977,23
13.5,42,23,24,5.096,23
11.3,42,23,24,5.202,23
11.4,42,23,24,3.334,23
11.3,42,23,24,3.319,23
11.7,42,23,24,3.165,23.1
11.5,42,23.1,24,3.317,23.1
11.4,42,23.1,24,3.161,23
11.2,42,23,24,3.289,22.9
11.2,42,22.9,24,2.456,22.2
11.2,42,22.2,24,2.284,21.8
11.2,42,21.8,24,0.691,21.5
11.2,42,22,24,2.048,22.1
11.2,42,22.1,24,2.662,22.2
11.2,42,22.2,24,2.952,22.2
11.2,42,22.2,24,2.98,22.3
11.2,42,22.3,24,3.029,22.3
11.2,42,22.3,24,2.85,22.3
11.2,42,22.3,24,2.832,22.4
11.2,42,22.4,24,2.904,22.4
12.3,42,22.4,24,2.982,22.4
12.7,42,22.4,24,2.952,22.5
12.3,42,22.5,24,3.053,22.5
13.1,42,22.5,24,3.069,22.5
13,42,22.5,24,3.073,22.6
13.3,42,22.6,24,3.18,22.6
14.4,42,22.6,24,3.223,22.7
14.7,42,22.7,24,3.263,22.7
14.7,42,22.7,24,3.38,22.7
14.4,42,22.7,24,3.433,22.7
14,42,22.7,24,3.487,22.8
13.6,42,22.8,24,3.68,22.8
13.8,42,22.8,24,3.68,22.8
13.4,42,22.8,24,3.837,22.8
12.9,42,22.8,24,3.984,22.8
15.2,42,22.8,24,3.964,22.8
15,42,22.8,24,4.126,22.8
15.3,42,22.8,24,4.194,22.8
15.2,42,22.8,24,4.165,22.8
15.6,42,22.8,24,4.167,22.8
15.6,42,22.8,24,4.264,22.8
15.6,42,22.8,24,4.262,22.8
15.6,42,22.8,24,4.42,22.9
15.6,42,22.9,24,4.333,22.9
15.6,42,22.9,24,4.467,22.9
15.6,42,22.9,24,4.505,22.9
15.6,42,22.9,24,4.391,22.9
15.6,42,22.9,24,4.434,22.8
15.6,42,22.8,24,4.358,22.8
15.6,42,22.8,24,4.502,22.9
15.6,42,22.9,24,4.539,22.9
15.6,42,22.9,24,4.518,22.9
15.6,42,22.9,24,4.568,22.9
15.6,42,22.9,24,4.588,22.9
15.6,42,22.9,24,4.606,22.9
15.6,42,22.9,24,4.659,22.9
15.6,42,22.9,24,4.588,22.9
15.6,42,22.9,24,4.536,22.9
15.6,42,22.9,24,4.607,22.9
15.6,42,22.9,24,4.605,22.9
15.6,42,22.9,24,4.63,22.9
15.6,42,22.9,24,4.721,22.9
15.6,42,22.9,24,3.05,22.9
15.6,42,22.9,24,2.975,22.9
15.6,42,22.9,24,3.047,22.9
15.6,42,22.9,24,3.064,22.9
15.6,42,22.9,24,2.98,22.9
15.6,42,22.9,24,2.947,22.8
15.6,42,22.8,24,2.307,22.2
15.6,42,22.2,24,1.885,21.8
11.5,42,22.3,24,2.313,22.3
11.5,42,22.3,24,3.152,22.4
11.5,42,22.4,24,3.547,22.4
11.5,42,22.4,24,3.494,22.4
11.5,42,22.4,24,3.516,22.5
11.5,42,22.5,24,3.523,22.5
11.5,42,22.5,24,3.407,22.6
11.5,42,22.6,24,3.524,22.6
11.5,42,22.6,24,3.448,22.6
11.5,42,22.6,24,3.533,22.6
11.5,42,22.6,24,3.541,22.7
11.5,42,22.7,24,3.569,22.7
11.5,42,22.7,24,3.495,22.7
11.5,42,22.7,24,3.53,22.7
11.5,42,22.7,24,3.58,22.7
11.5,42,22.7,24,3.564,22.7
11.5,42,22.7,24,3.631,22.8
11.5,42,22.8,24,3.696,22.8
11.5,42,22.8,24,3.731,22.8
11.5,42,22.8,24,3.708,22.8
11.5,42,22.8,24,3.804,22.8
11.5,42,22.8,24,3.83,22.8
11.5,42,22.8,24,3.77,22.8
11.5,42,22.8,24,3.77,22.8
11.5,42,22.8,24,3.823,22.8
11.5,42,22.8,24,3.88,22.8
11.5,42,22.8,24,3.843,22.8
11.5,42,22.8,24,3.95,22.8
11.5,42,22.8,24,4.001,22.9
11.5,42,22.9,24,4.038,22.8
11.5,42,22.8,24,4.042,22.8
11.5,42,22.8,24,3.992,22.9
11.5,42,22.9,24,4.102,22.8
11.5,42,22.8,24,4.145,22.8
11.5,42,22.8,24,4.098,22.8
11.5,42,22.8,24,4.091,22.9
11.5,42,22.9,24,4.271,22.9
11.5,42,22.9,24,4.216,22.9
11.5,42,22.9,24,4.142,22.9
11.5,42,22.9,24,4.232,22.9
11.5,42,22.9,24,4.31,22.9
11.5,42,22.9,24,2.83,22.9
11.5,42,22.9,24,2.794,22.9
11.5,42,22.9,24,2.829,22.9
11.5,42,22.9,24,0.02,22.5
11.5,42,22.5,24,0.02,22.2
11.5,42,22.2,24,0.019,21.9
11.5,42,21.9,24,0.024,21.7
11.5,42,21.7,24,0.004,21.6
10.7,42,19.5,24,0.017,20
10.3,42,20,24,2.465,20.4
10.5,42,20.4,24,2.261,20.6
10.2,42,20.6,24,2.369,20.8
10.2,42,20.8,24,2.387,21
10.2,42,21,24,2.389,21.1
10.2,42,21.1,24,2.387,21.3
10.2,42,21.3,24,2.388,21.5
10.2,42,21.5,24,2.373,21.8
10.2,42,21.8,24,2.367,22.1
10.2,42,22.1,24,2.416,22.3
11.9,42,22.3,24,2.48,22.4
11.9,42,22.4,24,2.583,22.5
11.9,42,22.5,24,2.694,22.6
11.9,42,22.6,24,2.689,22.6
11.9,42,22.6,24,2.707,22.8
11.9,42,22.8,24,2.606,22.5
11.9,42,22.5,24,2.782,22.4
11.9,42,22.4,24,2.823,22.3
11.9,42,22.3,24,2.763,22.3
11.9,42,22.3,24,2.851,22.3
11.9,42,22.3,24,2.891,22.3
11.9,42,22.3,24,2.793,22.3
11.9,42,22.3,24,2.783,22.2
11.9,42,22.2,24,2.783,22.2
