@relation PowerConsumption

@attribute external-temperature numeric
@attribute hvac-mode {40,41,42}
@attribute indoor-temperature numeric
@attribute setpoint-temperature numeric
@attribute hvac-power numeric

@data
11.6,42,23.3,24,3.743
11.5,42,23.6,24,3.735
11.2,42,23.7,24,3.355
11.5,42,24,24,3.355
11.7,42,24.1,24,3.025
11.6,42,24.4,24,2.753
11.7,42,24.4,24,2.543
11.9,42,24.5,24,2.349
11.9,40,23.9,24,2.327
12.1,42,23.2,24,2.572
12.1,42,24,24,3.061
12.2,42,24.2,24,2.962
12.3,41,24.2,24,2.932
12.4,41,24,24,2.932
12.5,41,24.1,24,2.901
13.8,41,24.1,24,2.873
15.9,41,24.1,24,2.847
16.3,41,24.1,24,2.95
16.9,41,24,24,2.795
8.9,42,20.9,24,1.245
8.7,42,23.4,24,1.245
8.8,42,23.9,24,2.911
8.1,42,24,24,2.879
8.8,42,24.1,24,2.869
8.4,42,24.2,24,2.869
8.8,42,24.3,24,2.869
8.8,42,24.4,24,2.361
9,42,24.5,24,1.955
8.3,42,23.3,24,2.37
9.1,42,22.5,24,3.393
8.3,42,22.7,24,3.848
8.3,42,23.7,24,3.659
8.2,42,24.4,24,3.259
8.5,40,23.8,24,3.414
9.4,42,22.9,24,3.841
9.6,41,22.9,24,4.099
9.8,41,23,24,4.146
9.8,41,23.4,24,4.287
10.1,41,24.2,24,4.03
9.5,41,23.3,24,3.448
10.1,41,22.9,24,4.223
9.4,41,23.1,24,4.198
9.8,41,23.3,24,4.209
10.6,41,23.6,24,4.275
9.6,41,23.8,24,4.223
10.1,41,23.9,24,4.223
10,41,24,24,4.14
10.1,41,23.9,24,4.089
10.5,41,24,24,3.95
5.2,42,20.3,24,1.225
5.2,42,23,24,3.651
4.9,42,23.4,24,3.212
5.3,42,23.7,24,3.212
4.9,42,23.9,24,3.076
5.1,42,24.1,24,3.03
5.2,42,24.2,24,2.951
4.5,42,24.2,24,2.841
4.6,42,24.3,24,2.609
4,42,24.3,24,2.442
3.8,42,24.3,24,2.424
3.8,42,24.2,24,2.498
4,42,24.1,24,2.498
3.4,42,24.2,24,2.244
3,42,24.3,24,2.213
3.1,42,24.2,24,2.118
3.6,42,24.3,24,2.126
3.4,42,24.3,24,2.108
3.1,42,24.3,24,2.002
3.1,42,24.4,24,1.904
3.8,42,24.2,24,1.99
3.6,42,24,24,1.99
3.8,42,23.9,24,2.276
3.4,42,23.9,24,2.513
3.9,42,24,24,2.393
4.3,42,24.1,24,2.357
4.4,42,24.1,24,2.427
4.4,42,24,24,2.402
4.4,42,24,24,2.523
4.7,42,24,24,2.523
4.6,42,24.1,24,2.671
4.9,42,24.1,24,2.666
5.2,42,24,24,2.545
5.5,42,23.8,24,2.645
5.1,42,23.9,24,2.631
4.3,42,23.9,24,2.645
4.3,42,24,24,2.677
4,42,24.1,24,2.634
5,42,24.1,24,2.575
5.6,42,24.1,24,2.54
5.6,42,24,24,2.547
5.6,42,23.9,24,2.625
5.5,42,23.9,24,2.66
5.5,42,24,24,2.775
5.8,42,24,24,2.818
5.8,42,24,24,2.75
6.2,42,24,24,2.689
6,42,24,24,2.674
6.5,42,24,24,2.622
6.5,42,24,24,2.64
6.2,42,24,24,2.782
6.4,42,23.9,24,2.894
6.9,42,24,24,2.924
7.4,42,24,24,2.885
7.6,42,24,24,2.811
7.2,42,24,24,2.692
6.9,42,24,24,2.704
6.4,42,24,24,2.662
7.7,42,24.1,24,2.781
7.7,42,24,24,2.709
7.4,42,24,24,2.699
6.8,42,24,24,2.796
6.4,42,23.9,24,2.978
7.6,42,24,24,2.974
7,42,24,24,1.818
6.3,42,24,24,1.758
6.4,42,23.9,24,1.765
6.5,42,24.1,24,1.792
6.2,42,24,24,1.961
5.9,42,24,24,2.044
6.2,42,23.4,24,2.207
6,42,21.9,24,3.185
6,42,21.6,24,3.464
6.2,42,21.7,24,2.937
6,42,21.8,24,2.531
5.2,42,19.5,24,1.047
5.5,42,22.4,24,3.236
5.3,42,23.2,24,3.071
5.1,42,23.5,24,2.897
5.9,42,23.7,24,2.931
5.8,42,23.9,24,2.856
4.6,42,24,24,2.7
5.5,42,24.1,24,2.518
5.4,42,24.1,24,2.577
5.5,42,24.2,24,2.487
5.5,42,24.3,24,2.4
5.3,42,24.3,24,2.332
5.7,42,24.4,24,2.142
6,42,24.4,24,2.246
6.1,42,24.4,24,2.174
6.2,42,24.3,24,2.174
6.5,42,24.3,24,1.993
6.9,42,24.3,24,1.985
6.9,42,24.3,24,1.949
7.6,42,24.2,24,1.98
9.2,42,24.1,24,2.004
12.7,42,24.1,24,2.029
8.9,42,24,24,2.029
9.2,42,24,24,2.171
11.4,42,24,24,2.177
9.2,42,24,24,2.196
8.6,41,23.9,24,2.193
10.6,41,24,24,2.256
10.1,41,24,24,2.288
8.9,41,24,24,2.319
9.2,41,24,24,2.305
10.4,41,24,24,2.323
9.2,41,23.9,24,2.38
9.2,41,24,24,2.38
10.9,41,24,24,2.363
9.3,41,24,24,2.394
9.6,41,24,24,2.448
12.4,41,24,24,2.523
11.4,41,23.9,24,2.555
10.8,41,24,24,2.538
8.9,41,23.9,24,2.55
9.8,41,24,24,2.563
10.1,41,24.1,24,2.588
8.6,41,24.1,24,2.557
8.1,41,23.9,24,2.646
8,41,24,24,2.715
6.7,41,24,24,2.8
7.7,41,23.9,24,2.823
8.3,41,24,24,2.7
8.7,41,24,24,2.6
8.1,41,24,24,2.61
7.5,41,24,24,2.583
7.6,41,24,24,2.597
8.8,41,24.1,24,2.551
8.6,41,24,24,2.604
8.9,41,24,24,2.537
6.3,42,19.8,24,1.153
6.3,42,22.6,24,2.146
6.3,42,23.3,24,2.025
6.3,42,23.6,24,1.893
6.3,42,23.8,24,2.19
6.3,42,24,24,2.127
6.3,42,24.1,24,1.952
6.3,42,24.1,24,2.864
6.3,42,24.2,24,1.798
6.3,42,24.3,24,1.744
6.3,42,24.3,24,1.665
6.3,42,24.4,24,1.709
8.1,42,24.4,24,1.582
6.1,42,24.3,24,1.559
6.2,42,24.1,24,1.578
6.3,42,24.1,24,1.577
8.6,42,24.2,24,1.492
7.2,42,24.3,24,1.976
8.2,42,24.4,24,1.869
8.5,42,24.3,24,1.768
9.5,42,24.1,24,1.784
12.8,42,24.1,24,1.749
12.3,42,24.1,24,1.732
11.9,42,24.1,24,1.706
13.7,41,24,24,1.81
13.1,41,24,24,1.897
14.3,41,23.9,24,1.96
14.6,41,23.9,24,1.935
15.4,41,23.9,24,1.809
11.6,41,23.8,24,1.825
16.7,41,23.8,24,1.85
10.9,41,23.8,24,1.782
10,41,23.8,24,1.868
11.8,41,24.1,24,1.793
13.8,41,24.3,24,1.728
6,42,17.5,24,1.096
6.4,42,20.9,24,1.788
6.3,42,22.4,24,1.83
6.7,42,22.8,24,1.829
6,42,23.1,24,1.829
5.6,42,23.4,24,2.924
6.1,42,23.6,24,3.026
6.5,42,23.7,24,3.083
7.1,42,23.9,24,2.896
7.2,42,23.9,24,2.839
7.2,42,24,24,3.107
7.4,42,24,24,2.968
7.3,42,24,24,2.915
7.2,42,24.1,24,2.902
6.9,42,24.1,24,2.893
7.4,42,24.1,24,2.657
7.6,42,24.1,24,2.631
7.6,42,24.1,24,2.631
7.6,42,24.1,24,2.615
7.6,42,24.1,24,2.521
7.6,42,24.1,24,2.555
7.6,42,24.2,24,2.567
8.7,42,24.2,24,2.573
8.6,42,24.2,24,2.576
8.6,42,24.2,24,2.549
8.8,42,24.2,24,2.543
9.2,42,24.2,24,2.506
9.3,42,24.1,24,2.55
9.4,42,24,24,2.607
9.5,42,24,24,2.656
9.5,42,24,24,2.714
9.3,42,24,24,2.802
9.4,42,24,24,2.836
12.6,42,24,24,2.753
12.3,42,24.1,24,2.716
11,42,24.1,24,2.774
11.4,42,24.1,24,2.73
11.1,42,24.1,24,2.732
10.5,42,24,24,2.713
9.9,42,24,24,2.698
10.7,42,24,24,2.682
13.9,42,24,24,2.682
14.2,42,24.1,24,2.702
14.5,42,24.1,24,2.694
14.4,42,24.1,24,2.684
14.9,42,24.1,24,2.684
14.5,42,24.1,24,2.632
12.9,42,24.1,24,2.613
11.9,42,24.1,24,2.603
12,42,24.1,24,2.628
12.5,42,24.1,24,2.613
12.2,42,24,24,2.646
11.9,42,24,24,2.65
12.5,42,24,24,2.648
12,42,24,24,2.671
11.8,42,24,24,2.683
13.3,42,24,24,2.654
13.1,42,24,24,2.766
12.9,42,24,24,2.741
13.2,42,24.1,24,2.635
13.2,42,24,24,2.606
13.2,42,24,24,2.595
13.2,42,24,24,2.635
13.2,42,24.1,24,2.664
13.2,42,24,24,1.742
13.2,42,24,24,1.754
13.2,42,24.1,24,1.892
13.2,42,24,24,1.817
13.2,41,24.1,24,1.763
13.2,41,24,24,1.75
13.2,41,23.3,24,1.931
13.2,42,22.1,24,3.579
13.2,42,21.7,24,2.931
13.2,42,22,24,2.827
13.2,42,22,24,2.568
6.5,42,19.2,24,1.006
5.7,42,22.1,24,2.002
6.5,42,23,24,1.903
5.9,42,23.4,24,2.004
6.7,42,23.5,24,3.12
6.1,42,23.7,24,2.931
6.5,42,23.9,24,2.986
5.6,42,24,24,2.95
6.1,42,24.1,24,2.839
5.4,42,24.2,24,2.765
5.7,42,24.2,24,2.858
5.7,42,24.2,24,2.818
5.9,42,24.2,24,2.785
7.7,42,24.2,24,2.692
7.7,42,24.3,24,2.605
10.2,42,24.3,24,2.636
11.3,42,24.3,24,2.393
12.3,42,24.4,24,2.381
12,42,24.4,24,2.283
13.3,42,24.4,24,2.129
13.8,42,24.4,24,1.992
13.4,41,24.2,24,1.942
14.5,41,24,24,2.054
15.3,41,23.9,24,2.173
16.7,41,23.8,24,2.22
17.6,41,23.9,24,2.269
15.1,41,23.8,24,2.319
17.7,41,23.7,24,2.319
7.9,42,20.3,24,1.237
7.9,42,23,24,2.26
7.9,42,23.6,24,2.172
7.9,42,23.9,24,1.864
7.9,42,24,24,2.764
7.9,42,24.2,24,2.764
7.9,42,24.3,24,2.539
7.9,42,24.4,24,2.38
7.9,42,24.4,24,2.326
7.9,42,24.5,24,2.217
7.9,42,24.5,24,2.198
7.9,42,24.4,24,2.239
7.9,42,24.4,24,2.037
7.9,42,24.4,24,2.003
7.9,42,24.3,24,2.09
7.9,42,23.9,24,2.127
7.9,42,23.9,24,2.246
7.9,42,24,24,2.314
7.9,42,24.1,24,2.303
7.9,42,24.2,24,2.181
7.9,41,24.1,24,2.253
7.9,41,24.1,24,2.208
7.9,41,24.1,24,2.22
7.9,41,23.9,24,2.174
16.6,42,21.9,24,4.619
21.9,42,22.2,24,5.195
21.9,42,22.6,24,5.796
21.9,42,22.9,24,6.266
21.9,42,23,24,6.425
21.9,42,23.2,24,6.459
21.9,42,23.3,24,6.467
21.9,42,23.1,24,6.482
21.9,42,23.1,24,6.514
21.9,42,23.2,24,6.518
21,42,23.3,24,6.653
21.7,42,23.9,24,6.218
21.5,42,23.5,24,7.317
21.2,42,22.9,24,6.994
20.9,42,22.7,24,6.994
21.7,42,22.6,24,6.478
21.4,42,22.6,24,6.168
21.3,42,22.6,24,5.972
22,42,22.7,24,5.813
22,42,22.7,24,5.561
22,42,22.8,24,5.404
21.1,42,22.8,24,5.341
20.9,42,22.9,24,5.32
21.2,42,22.9,24,5.32
21.7,42,23,24,3.221
21.4,42,23.1,24,3.257
21,42,23.1,24,3.124
20.5,42,23.2,24,3.117
20,42,23.2,24,3
19.6,42,23.2,24,3
19.6,42,22.8,24,2.181
19.2,42,22.5,24,1.93
18.7,42,22.2,24,1.891
18.2,42,22,24,1.759
13.6,42,21.9,24,0.021
13.6,42,22,24,0.069
13.6,42,22.1,24,0.068
13.4,42,22.2,24,0.279
13.2,42,22.4,24,0.415
13.4,42,22.5,24,0.544
13.6,42,22.6,24,0.631
13.5,42,22.5,24,0.692
13.9,42,22.6,24,0.746
14,42,22.6,24,0.596
14.5,42,22.5,24,0.627
14.5,42,22.3,24,0.642
15.3,42,22.1,24,0.614
15.3,42,21.9,24,0.571
15.1,42,21.8,24,0.433
18,42,21.9,24,0.448
15.6,42,21.7,24,0.43
15.8,42,21.7,24,0.301
15.8,42,21.9,24,0.254
15.7,42,22.1,24,0.247
15.7,42,22.2,24,0.228
16,42,22.2,24,0.207
16.2,42,22.1,24,0.174
16.4,42,22,24,0.134
16.7,42,21.9,24,0.059
10.1,42,21.8,24,0.008
10.1,42,21.9,24,1.815
11.3,42,22,24,2.447
11.5,42,22.2,24,2.52
11.5,42,22.2,24,2.576
11.5,42,22.3,24,2.55
11.5,42,22.4,24,2.584
11.5,42,22.5,24,2.657
11.5,42,22.6,24,2.616
11.5,42,22.6,24,2.525
11.5,42,22.7,24,2.621
11.5,42,22.6,24,2.654
11.5,42,22.6,24,2.853
11.5,42,22.5,24,2.957
11.5,42,22.6,24,3.168
11.5,42,22.5,24,3.234
11.5,42,22.5,24,3.2
11.5,42,22.6,24,3.236
11.5,42,22.6,24,3.314
11.5,42,22.7,24,3.418
11.5,42,22.7,24,3.417
11.5,42,22.7,24,3.56
11.5,42,22.8,24,3.616
11.5,42,22.8,24,3.652
11.5,42,22.8,24,3.79
11.5,42,22.9,24,3.843
11.5,42,22.9,24,4.023
13.4,42,22.9,24,4.042
13.2,42,22.9,24,4.182
13.5,42,22.9,24,4.182
13.5,42,22.9,24,4.312
13.5,42,22.9,24,4.344
13.5,42,22.9,24,4.347
13.5,42,23,24,4.347
13.5,42,23,24,4.408
13.5,42,23,24,4.421
13.5,42,23,24,4.446
13.5,42,23,24,4.406
13.5,42,23.1,24,4.494
13.5,42,23.1,24,4.56
13.5,42,23.1,24,4.559
13.5,42,23.1,24,4.613
13.5,42,23,24,4.684
13.5,42,23,24,4.568
13.5,42,23.1,24,4.761
13.5,42,23.1,24,4.841
13.5,42,23,24,4.776
13.5,42,23,24,4.911
13.5,42,23,24,5.043
13.5,42,23,24,4.977
13.5,42,23,24,5.096
11.3,42,23,24,5.202
11.4,42,23,24,3.334
11.3,42,23,24,3.319
11.7,42,23,24,3.165
11.5,42,23.1,24,3.317
11.4,42,23.1,24,3.161
11.2,42,23,24,3.289
11.2,42,22.9,24,2.456
11.2,42,22.2,24,2.284
11.2,42,21.8,24,0.691
11.2,42,21.5,24,0.065
11.2,42,22,24,2.048
11.2,42,22.1,24,2.662
11.2,42,22.2,24,2.952
11.2,42,22.2,24,2.98
11.2,42,22.3,24,3.029
11.2,42,22.3,24,2.85
11.2,42,22.3,24,2.832
11.2,42,22.4,24,2.904
12.3,42,22.4,24,2.982
12.7,42,22.4,24,2.952
12.3,42,22.5,24,3.053
13.1,42,22.5,24,3.069
13,42,22.5,24,3.073
13.3,42,22.6,24,3.18
14.4,42,22.6,24,3.223
14.7,42,22.7,24,3.263
14.7,42,22.7,24,3.38
14.4,42,22.7,24,3.433
14,42,22.7,24,3.487
13.6,42,22.8,24,3.68
13.8,42,22.8,24,3.68
13.4,42,22.8,24,3.837
12.9,42,22.8,24,3.984
15.2,42,22.8,24,3.964
15,42,22.8,24,4.126
15.3,42,22.8,24,4.194
15.2,42,22.8,24,4.165
15.6,42,22.8,24,4.167
15.6,42,22.8,24,4.264
15.6,42,22.8,24,4.262
15.6,42,22.8,24,4.42
15.6,42,22.9,24,4.333
15.6,42,22.9,24,4.467
15.6,42,22.9,24,4.505
15.6,42,22.9,24,4.391
15.6,42,22.9,24,4.434
15.6,42,22.8,24,4.358
15.6,42,22.8,24,4.502
15.6,42,22.9,24,4.539
15.6,42,22.9,24,4.518
15.6,42,22.9,24,4.568
15.6,42,22.9,24,4.588
15.6,42,22.9,24,4.606
15.6,42,22.9,24,4.659
15.6,42,22.9,24,4.588
15.6,42,22.9,24,4.536
15.6,42,22.9,24,4.607
15.6,42,22.9,24,4.605
15.6,42,22.9,24,4.63
15.6,42,22.9,24,4.721
15.6,42,22.9,24,3.05
15.6,42,22.9,24,2.975
15.6,42,22.9,24,3.047
15.6,42,22.9,24,3.064
15.6,42,22.9,24,2.98
15.6,42,22.9,24,2.947
15.6,42,22.8,24,2.307
15.6,42,22.2,24,1.885
15.6,42,21.8,24,0.489
11.5,42,22.3,24,2.313
11.5,42,22.3,24,3.152
11.5,42,22.4,24,3.547
11.5,42,22.4,24,3.494
11.5,42,22.4,24,3.516
11.5,42,22.5,24,3.523
11.5,42,22.5,24,3.407
11.5,42,22.6,24,3.524
11.5,42,22.6,24,3.448
11.5,42,22.6,24,3.533
11.5,42,22.6,24,3.541
11.5,42,22.7,24,3.569
11.5,42,22.7,24,3.495
11.5,42,22.7,24,3.53
11.5,42,22.7,24,3.58
11.5,42,22.7,24,3.564
11.5,42,22.7,24,3.631
11.5,42,22.8,24,3.696
11.5,42,22.8,24,3.731
11.5,42,22.8,24,3.708
11.5,42,22.8,24,3.804
11.5,42,22.8,24,3.83
11.5,42,22.8,24,3.77
11.5,42,22.8,24,3.77
11.5,42,22.8,24,3.823
11.5,42,22.8,24,3.88
11.5,42,22.8,24,3.843
11.5,42,22.8,24,3.95
11.5,42,22.8,24,4.001
11.5,42,22.9,24,4.038
11.5,42,22.8,24,4.042
11.5,42,22.8,24,3.992
11.5,42,22.9,24,4.102
11.5,42,22.8,24,4.145
11.5,42,22.8,24,4.098
11.5,42,22.8,24,4.091
11.5,42,22.9,24,4.271
11.5,42,22.9,24,4.216
11.5,42,22.9,24,4.142
11.5,42,22.9,24,4.232
11.5,42,22.9,24,4.31
11.5,42,22.9,24,2.83
11.5,42,22.9,24,2.794
11.5,42,22.9,24,2.829
11.5,42,22.9,24,0.02
11.5,42,22.5,24,0.02
11.5,42,22.2,24,0.019
11.5,42,21.9,24,0.024
11.5,42,21.7,24,0.004
11.5,42,21.6,24,0
10.7,42,19.5,24,0.017
10.3,42,20,24,2.465
10.5,42,20.4,24,2.261
10.2,42,20.6,24,2.369
10.2,42,20.8,24,2.387
10.2,42,21,24,2.389
10.2,42,21.1,24,2.387
10.2,42,21.3,24,2.388
10.2,42,21.5,24,2.373
10.2,42,21.8,24,2.367
10.2,42,22.1,24,2.416
11.9,42,22.3,24,2.48
11.9,42,22.4,24,2.583
11.9,42,22.5,24,2.694
11.9,42,22.6,24,2.689
11.9,42,22.6,24,2.707
11.9,42,22.8,24,2.606
11.9,42,22.5,24,2.782
11.9,42,22.4,24,2.823
11.9,42,22.3,24,2.763
11.9,42,22.3,24,2.851
11.9,42,22.3,24,2.891
11.9,42,22.3,24,2.793
11.9,42,22.3,24,2.783
11.9,42,22.2,24,2.783
11.9,42,22.2,24,2.568
11.9,42,22.2,24,2.37
11.9,42,22.1,24,2.37
11.9,42,22.2,24,2.525
11.9,42,22.2,24,1.121
11.9,42,22.2,24,1.109
11.9,42,22.2,24,1.12
11.9,42,22.1,24,1.129
11.9,42,22.1,24,1.451
11.9,42,22.1,24,1.788
11.9,42,22,24,1.816
11.9,42,22,24,1.753
11.9,42,22.1,24,2.639
11.9,42,22.2,24,2.626
11.9,42,22.2,24,2.762
11.9,42,22.2,24,2.828
11.9,42,22.2,24,2.793
17.8,42,22.1,24,2.832
17.8,42,22,24,2.812
17.8,42,22.1,24,2.797
17.8,42,22.1,24,2.75
17.8,42,22.1,24,2.711
17.8,42,22.3,24,2.795
17.8,42,22.5,24,2.858
17.8,42,22.6,24,2.911
17.8,42,22.6,24,2.981
15.4,42,22.5,24,2.936
15.5,42,22.6,24,3.028
15.8,42,22.5,24,2.864
15.1,42,22.5,24,2.876
14.8,42,22.4,24,3.071
16.1,42,22.5,24,3.211
16.2,42,22.5,24,2.062
16.9,42,22.6,24,2.097
16,42,22.5,24,2.111
15.6,41,20.8,24,0.008
15.1,41,20.7,24,0.007
9.6,42,21.2,24,2.41
8.2,42,21.4,24,2.478
8,42,21.5,24,2.339
8.7,42,21.6,24,2.445
9.3,42,21.7,24,2.507
9.7,42,21.7,24,2.507
9.8,42,21.9,24,2.638
9.9,42,22,24,2.685
10,42,22.1,24,2.748
10.2,42,22.2,24,2.835
10.2,42,22.2,24,2.829
10.8,42,22.4,24,2.769
11.4,42,22.4,24,2.947
11.7,42,22.5,24,3.149
11.7,42,22.6,24,3.356
11.7,42,22.6,24,3.666
11.7,42,22.6,24,3.815
11.7,42,22.7,24,4.035
11.7,42,22.8,24,4.004
11.7,42,22.9,24,4.518
11.7,42,23,24,4.702
11.7,42,23,24,4.845
11.7,42,22.9,24,4.766
11.7,42,22.8,24,4.606
11.7,42,22.8,24,4.609
11.7,42,22.9,24,4.875
16.5,42,22.9,24,4.875
19.1,42,22.9,24,4.903
18.4,42,22.8,24,4.753
18,42,22.8,24,4.52
19.6,42,22.8,24,4.431
17.8,42,22.8,24,4.476
17.6,42,22.8,24,4.392
18.7,42,22.8,24,4.339
21,42,22.8,24,4.307
20.3,42,22.6,24,4.204
21,42,22.5,24,4.163
21.1,42,22.4,24,4.067
21,42,22.5,24,4.253
21.1,42,22.5,24,4.163
21.3,42,22.5,24,4.019
22,42,22.5,24,4.059
19.3,42,22.5,24,4.205
19.3,42,22.5,24,4.241
19.3,42,22.5,24,4.294
19.5,42,22.5,24,4.339
19.8,42,22.5,24,4.121
18.4,42,22.5,24,4.039
18.4,42,22.5,24,4.023
18.6,42,22.5,24,4.004
18.6,42,22.5,24,4.196
18.5,42,22.5,24,4.184
18.1,42,22.5,24,4.196
18.3,42,22.5,24,4.274
17.1,42,22.5,24,2.643
16.5,42,22.6,24,2.68
16.5,42,22.7,24,2.668
16.5,42,22.9,24,2.639
16.5,42,23,24,2.845
16.5,42,23.1,24,2.952
16.5,42,23,24,2.531
16.5,42,22.2,24,2.037
16.5,42,21.7,24,1.058
16.5,42,21.4,24,0.368
10.7,42,21.7,24,0.025
10.4,42,21.9,24,0.235
10.4,42,22,24,0.395
10.2,42,22.2,24,0.325
10.3,42,22.1,24,0.297
10.3,42,22,24,1.938
10.3,42,22,24,2.664
10.4,42,22.1,24,2.969
10.2,42,22.2,24,2.969
10.1,42,22.2,24,3.084
10.3,42,22.3,24,3.153
10,42,22.3,24,3.175
10.1,42,22.4,24,3.183
10,42,22.4,24,3.198
10.3,42,22.4,24,3.257
10.3,42,22.5,24,3.305
10.1,42,22.5,24,3.186
10.1,42,22.5,24,3.267
10,42,22.6,24,3.207
10,42,22.6,24,3.207
10.2,42,22.6,24,3.251
10.5,42,22.7,24,3.251
10.3,42,22.7,24,3.391
10.1,42,22.7,24,3.365
10,42,22.7,24,3.233
9.8,42,22.7,24,3.43
10.7,42,22.7,24,3.423
10.1,42,22.8,24,3.487
10.2,42,22.8,24,3.511
10.2,42,22.8,24,3.6
10.3,42,22.8,24,3.649
10.1,42,22.9,24,3.724
10,42,22.8,24,3.827
10.2,42,22.8,24,3.788
10,42,22.9,24,3.813
9.7,42,22.9,24,3.79
10,42,22.9,24,3.923
10.1,42,22.9,24,3.942
10.3,42,22.9,24,3.931
9.8,42,22.9,24,4.122
9.5,42,22.9,24,4.109
9.6,42,22.9,24,4.146
9.8,42,22.9,24,4.088
9.9,42,22.9,24,4.113
9.8,42,23,24,4.326
9.5,42,22.9,24,4.405
9.5,42,22.9,24,4.391
9.5,42,22.9,24,4.381
9.4,42,22.9,24,4.446
9.4,42,23,24,4.545
9.3,42,23,24,4.609
9.6,42,23,24,4.637
9.8,42,23,24,4.626
9.8,42,23,24,3.048
9.5,42,23,24,3.024
9.5,42,23,24,3.094
9,42,23,24,2.99
9.2,42,23,24,2.891
9.2,42,23,24,2.934
8.7,42,22.8,24,2.398
9,42,22,24,2.064
8.8,42,21.4,24,0.403
5.9,42,21.3,24,2.697
6,42,21.4,24,2.967
7.1,42,21.6,24,2.906
5.4,42,21.7,24,2.65
4.7,42,21.8,24,2.583
5.4,42,21.9,24,2.583
5.2,42,22.1,24,2.506
5.6,42,22.2,24,2.528
6.3,42,22.3,24,2.505
5.7,42,22.4,24,2.476
6.2,42,22.6,24,2.609
5.5,42,22.6,24,2.662
6.9,42,22.7,24,2.656
7.4,42,22.7,24,2.605
8.9,42,22.8,24,2.696
7.8,42,22.9,24,2.734
7.3,42,22.8,24,2.769
7,42,22.9,24,2.873
8.8,42,22.9,24,2.937
8.3,42,23,24,3.007
8.2,42,23,24,3.003
7.1,42,23.1,24,3.037
6.9,42,23.1,24,3.164
6.4,42,23.1,24,3.197
5,42,22.9,24,3.237
5.5,42,22.8,24,3.244
5.7,42,22.8,24,3.232
5.7,42,22.8,24,3.361
5.9,42,22.8,24,3.331
6.8,42,22.8,24,3.413
7.8,42,22.8,24,3.505
6.9,42,22.9,24,3.564
6.9,42,22.9,24,3.733
6.9,42,22.9,24,3.739
6.9,42,22.9,24,3.895
6.9,42,22.9,24,4.109
6.9,42,22.7,24,2.131
6.9,42,21.8,24,1.849
6.9,42,21.1,24,0.014
7.7,42,19.9,24,0.012
7.7,42,20.1,24,0.012
7.7,42,20.2,24,0.012
7.7,42,20.3,24,0.011
7.7,42,20.5,24,0.011
7.7,42,20.6,24,0.011
7.7,42,20.6,24,0.011
7.7,42,20.7,24,0.011
7.7,42,20.9,24,0.011
7.7,42,20.9,24,0.011
7.7,42,21,24,0.011
7.7,42,21,24,0.011
7.7,42,21,24,0.011
7.7,42,21.2,24,0.011
7.7,42,21.2,24,0.011
7.7,42,21.3,24,0.011
10.9,42,21.4,24,2.523
11,42,21.5,24,2.555
10.8,42,21.5,24,2.565
11.3,42,21.5,24,2.619
11.6,42,21.6,24,2.59
11.6,42,21.6,24,2.599
11.2,42,21.6,24,2.75
11.7,42,21.6,24,2.674
12.4,42,21.6,24,2.723
12.6,42,21.6,24,2.733
12.6,42,21.7,24,2.743
12.6,42,21.8,24,2.776
12.6,42,21.9,24,2.784
12.6,42,22,24,2.784
12.6,42,22,24,2.811
12.6,42,22,24,2.793
12.6,42,22,24,2.791
12.6,42,21.9,24,2.832
12.6,42,21.4,24,2.791
12.6,42,21.6,24,2.791
12.6,42,21.9,24,2.841
12.6,42,21.9,24,2.841
12.6,42,21.9,24,2.807
12.6,42,21.9,24,2.805
12.6,42,21.9,24,2.801
12.6,42,21.9,24,2.8
13.4,42,22,24,2.775
12.8,42,22.1,24,2.77
12.9,42,22.2,24,2.779
13.1,42,22.3,24,2.768
13,42,22.3,24,2.796
13.5,42,22.4,24,2.784
13.1,42,22.4,24,2.797
12.9,42,22.4,24,2.849
14.2,42,22.5,24,2.88
14.1,42,22.5,24,2.741
13.7,42,22.4,24,2.735
13.5,42,22.3,24,2.792
13.6,42,22.3,24,2.805
13.4,42,22.3,24,2.793
13.2,42,22.4,24,1.795
12.7,42,22.5,24,1.819
12.5,42,22.6,24,1.846
12.7,42,22.7,24,1.91
13,42,22.8,24,1.892
13,42,22.6,24,1.924
13.1,42,22.2,24,1.367
13,42,21.3,24,0.511
10.1,42,20.9,24,2.66
10,42,21.1,24,2.372
10,42,21.2,24,2.411
10.1,42,21.3,24,2.397
10.4,42,21.4,24,2.443
10.7,42,21.5,24,2.435
10.8,42,21.7,24,2.469
10.8,42,21.7,24,2.358
10.9,42,21.8,24,2.55
10.8,42,21.9,24,2.594
10.6,42,22,24,2.613
11.1,42,22,24,2.706
11,42,22,24,2.759
11.1,42,22.1,24,2.722
12.4,41,20,24,0.395
13.2,41,20,24,0.439
13.6,41,20,24,0.46
13.8,41,20,24,0.295
13.8,41,20,24,0.199
13.8,41,20,24,0.209
13.1,41,20,24,0.386
13,41,20,24,0.587
12.8,41,20,24,0.538
12.9,41,19.8,24,0.327
13.2,42,20.2,24,0.327
13.2,42,21.3,24,3.875
13.7,42,21.8,24,3.875
13.9,42,22,24,3.99
14.8,42,22.1,24,3.984
15.1,42,22.3,24,3.916
16.7,42,22.4,24,3.846
20,42,22.4,24,3.745
17.8,42,22.3,24,3.611
15.1,42,22.3,24,3.471
15.1,42,22.3,24,3.585
15.1,42,22.5,24,3.621
