@relation ModeDynamics

@attribute external-temperature numeric
@attribute hvac-mode {40,41,42}
@attribute indoor-temperature numeric
@attribute setpoint-temperature numeric
@attribute hvac-power numeric
@attribute next-hvac-mode {40,41,42}

@data
16.5,42,23.5,24,3.129,42
16.6,42,23.5,24,3.171,42
16.1,42,23.5,24,3.305,42
15.6,42,23.5,24,3.36,42
15.1,42,23.5,24,3.36,42
15,42,23.6,24,3.46,42
15.9,42,23.6,24,3.733,42
15.3,42,23.6,24,3.833,42
14.9,42,23.6,24,3.81,42
15,42,23.7,24,3.81,42
15.1,42,23.7,24,3.848,42
14.7,42,23.7,24,3.916,42
15,42,23.7,24,3.916,42
14.8,42,23.8,24,4,42
14.9,42,23.8,24,4.039,42
15,42,23.9,24,3.959,42
15.4,42,23.9,24,3.948,42
15.5,42,23.9,24,3.902,42
15.5,42,24,24,3.878,42
15.6,42,24,24,3.863,42
15.5,42,24.1,24,3.816,42
15.7,42,24,24,3.773,42
15.1,42,24,24,3.669,42
14.9,42,24.1,24,3.638,42
14.7,42,24.2,24,3.508,42
14.5,42,24.2,24,3.507,42
14.5,42,24.2,24,3.409,42
14.2,42,24.2,24,2.185,42
14,42,24.2,24,2.183,42
14.1,42,24.3,24,2.156,42
14.1,42,24.4,24,2.119,42
13.9,42,24.4,24,1.971,42
13.9,42,24.4,24,1.985,42
13.9,42,23.8,24,2.005,42
13.8,42,22.3,24,3.685,42
13.9,42,21.7,24,3.201,42
13.9,42,21.6,24,2.71,42
13.7,42,19.7,24,1.1,42
13.6,42,22.8,24,3.48,42
13.5,42,23.3,24,3.072,42
13.6,42,23.4,24,2.888,42
13.6,42,23.7,24,2.778,42
13.5,42,23.9,24,2.722,42
13.5,42,23.9,24,2.651,42
13.5,42,23.9,24,2.611,42
13.6,42,23.9,24,2.508,42
13.5,42,23.9,24,2.381,42
13.5,42,24,24,2.494,42
13.6,42,24,24,2.494,42
13.7,42,24,24,2.334,42
13.6,42,24.1,24,2.361,42
13.7,42,24.1,24,2.293,42
13.8,42,24.2,24,2.365,42
13.7,42,24.2,24,2.333,42
13.9,42,24.3,24,2.333,42
13.9,42,24.4,24,2.407,41
14.1,41,23,24,3.049,41
14.2,41,23,24,3.52,41
13,42,21,24,1.345,42
13,42,23.5,24,3.602,42
12.7,42,23.9,24,2.963,42
13,42,24.1,24,2.938,41
12.9,41,24.2,24,2.86,41
12.9,41,24.4,24,2.642,41
16.3,42,21.5,24,1.329,42
16.1,42,23.5,24,3.454,42
16.2,41,22.9,24,3.332,41
9.9,42,21.7,24,2.31,42
10.1,42,23.7,24,3.267,42
9.8,42,24.3,24,2.873,42
10.1,41,23.2,24,3.26,41
9.6,41,23.1,24,3.26,41
9.3,41,23,24,3.703,41
9.4,41,23.2,24,3.879,41
9.4,41,23.5,24,3.852,41
10,41,23.9,24,4.228,41
10.1,41,24,24,4.228,41
11.6,42,20.7,24,1.302,42
11.6,42,23.3,24,3.743,42
11.5,42,23.6,24,3.735,42
11.2,42,23.7,24,3.355,42
11.5,42,24,24,3.355,42
11.7,42,24.1,24,3.025,42
11.6,42,24.4,24,2.753,42
11.7,42,24.4,24,2.543,42
11.9,42,24.5,24,2.349,40
11.9,40,23.9,24,2.327,42
12.1,42,23.2,24,2.572,42
12.1,42,24,24,3.061,42
12.2,42,24.2,24,2.962,41
12.3,41,24.2,24,2.932,41
12.4,41,24,24,2.932,41
12.5,41,24.1,24,2.901,41
13.8,41,24.1,24,2.873,41
15.9,41,24.1,24,2.847,41
16.3,41,24.1,24,2.95,41
8.9,42,20.9,24,1.245,42
8.7,42,23.4,24,1.245,42
8.8,42,23.9,24,2.911,42
8.1,42,24,24,2.879,42
8.8,42,24.1,24,2.869,42
8.4,42,24.2,24,2.869,42
8.8,42,24.3,24,2.869,42
8.8,42,24.4,24,2.361,42
9,42,24.5,24,1.955,42
8.3,42,23.3,24,2.37,42
9.1,42,22.5,24,3.393,42
8.3,42,22.7,24,3.848,42
8.3,42,23.7,24,3.659,42
8.2,42,24.4,24,3.259,40
8.5,40,23.8,24,3.414,42
9.4,42,22.9,24,3.841,41
9.6,41,22.9,24,4.099,41
9.8,41,23,24,4.146,41
9.8,41,23.4,24,4.287,41
9.5,41,23.3,24,3.448,41
10.1,41,22.9,24,4.223,41
9.4,41,23.1,24,4.198,41
9.8,41,23.3,24,4.209,41
10.6,41,23.6,24,4.275,41
9.6,41,23.8,24,4.223,41
10.1,41,23.9,24,4.223,41
10,41,24,24,4.14,41
10.1,41,23.9,24,4.089,41
5.2,42,20.3,24,1.225,42
5.2,42,23,24,3.651,42
4.9,42,23.4,24,3.212,42
5.3,42,23.7,24,3.212,42
4.9,42,23.9,24,3.076,42
5.1,42,24.1,24,3.03,42
5.2,42,24.2,24,2.951,42
4.5,42,24.2,24,2.841,42
4.6,42,24.3,24,2.609,42
4,42,24.3,24,2.442,42
3.8,42,24.3,24,2.424,42
3.8,42,24.2,24,2.498,42
4,42,24.1,24,2.498,42
3.4,42,24.2,24,2.244,42
3,42,24.3,24,2.213,42
3.1,42,24.2,24,2.118,42
3.6,42,24.3,24,2.126,42
3.4,42,24.3,24,2.108,42
3.1,42,24.3,24,2.002,42
3.1,42,24.4,24,1.904,42
3.8,42,24.2,24,1.99,42
3.6,42,24,24,1.99,42
3.8,42,23.9,24,2.276,42
3.4,42,23.9,24,2.513,42
3.9,42,24,24,2.393,42
4.3,42,24.1,24,2.357,42
4.4,42,24.1,24,2.427,42
4.4,42,24,24,2.402,42
4.4,42,24,24,2.523,42
4.7,42,24,24,2.523,42
4.6,42,24.1,24,2.671,42
4.9,42,24.1,24,2.666,42
5.2,42,24,24,2.545,42
5.5,42,23.8,24,2.645,42
5.1,42,23.9,24,2.631,42
4.3,42,23.9,24,2.645,42
4.3,42,24,24,2.677,42
4,42,24.1,24,2.634,42
5,42,24.1,24,2.575,42
5.6,42,24.1,24,2.54,42
5.6,42,24,24,2.547,42
5.6,42,23.9,24,2.625,42
5.5,42,23.9,24,2.66,42
5.5,42,24,24,2.775,42
5.8,42,24,24,2.818,42
5.8,42,24,24,2.75,42
6.2,42,24,24,2.689,42
6,42,24,24,2.674,42
6.5,42,24,24,2.622,42
6.5,42,24,24,2.64,42
6.2,42,24,24,2.782,42
6.4,42,23.9,24,2.894,42
6.9,42,24,24,2.924,42
7.4,42,24,24,2.885,42
7.6,42,24,24,2.811,42
7.2,42,24,24,2.692,42
6.9,42,24,24,2.704,42
6.4,42,24,24,2.662,42
7.7,42,24.1,24,2.781,42
7.7,42,24,24,2.709,42
7.4,42,24,24,2.699,42
6.8,42,24,24,2.796,42
6.4,42,23.9,24,2.978,42
7.6,42,24,24,2.974,42
7,42,24,24,1.818,42
6.3,42,24,24,1.758,42
6.4,42,23.9,24,1.765,42
6.5,42,24.1,24,1.792,42
6.2,42,24,24,1.961,42
5.9,42,24,24,2.044,42
6.2,42,23.4,24,2.207,42
6,42,21.9,24,3.185,42
6,42,21.6,24,3.464,42
6.2,42,21.7,24,2.937,42
5.2,42,19.5,24,1.047,42
5.5,42,22.4,24,3.236,42
5.3,42,23.2,24,3.071,42
5.1,42,23.5,24,2.897,42
5.9,42,23.7,24,2.931,42
5.8,42,23.9,24,2.856,42
4.6,42,24,24,2.7,42
5.5,42,24.1,24,2.518,42
5.4,42,24.1,24,2.577,42
5.5,42,24.2,24,2.487,42
5.5,42,24.3,24,2.4,42
5.3,42,24.3,24,2.332,42
5.7,42,24.4,24,2.142,42
6,42,24.4,24,2.246,42
6.1,42,24.4,24,2.174,42
6.2,42,24.3,24,2.174,42
6.5,42,24.3,24,1.993,42
6.9,42,24.3,24,1.985,42
6.9,42,24.3,24,1.949,42
7.6,42,24.2,24,1.98,42
9.2,42,24.1,24,2.004,42
12.7,42,24.1,24,2.029,42
8.9,42,24,24,2.029,42
9.2,42,24,24,2.171,42
11.4,42,24,24,2.177,42
9.2,42,24,24,2.196,41
8.6,41,23.9,24,2.193,41
10.6,41,24,24,2.256,41
10.1,41,24,24,2.288,41
8.9,41,24,24,2.319,41
9.2,41,24,24,2.305,41
10.4,41,24,24,2.323,41
9.2,41,23.9,24,2.38,41
9.2,41,24,24,2.38,41
10.9,41,24,24,2.363,41
9.3,41,24,24,2.394,41
9.6,41,24,24,2.448,41
12.4,41,24,24,2.523,41
11.4,41,23.9,24,2.555,41
10.8,41,24,24,2.538,41
8.9,41,23.9,24,2.55,41
9.8,41,24,24,2.563,41
10.1,41,24.1,24,2.588,41
8.6,41,24.1,24,2.557,41
8.1,41,23.9,24,2.646,41
8,41,24,24,2.715,41
6.7,41,24,24,2.8,41
7.7,41,23.9,24,2.823,41
8.3,41,24,24,2.7,41
8.7,41,24,24,2.6,41
8.1,41,24,24,2.61,41
7.5,41,24,24,2.583,41
7.6,41,24,24,2.597,41
8.8,41,24.1,24,2.551,41
8.6,41,24,24,2.604,41
6.3,42,19.8,24,1.153,42
6.3,42,22.6,24,2.146,42
6.3,42,23.3,24,2.025,42
6.3,42,23.6,24,1.893,42
6.3,42,23.8,24,2.19,42
6.3,42,24,24,2.127,42
6.3,42,24.1,24,1.952,42
6.3,42,24.1,24,2.864,42
6.3,42,24.2,24,1.798,42
6.3,42,24.3,24,1.744,42
6.3,42,24.3,24,1.665,42
6.3,42,24.4,24,1.709,42
8.1,42,24.4,24,1.582,42
6.1,42,24.3,24,1.559,42
6.2,42,24.1,24,1.578,42
6.3,42,24.1,24,1.577,42
8.6,42,24.2,24,1.492,42
7.2,42,24.3,24,1.976,42
8.2,42,24.4,24,1.869,42
8.5,42,24.3,24,1.768,42
9.5,42,24.1,24,1.784,42
12.8,42,24.1,24,1.749,42
12.3,42,24.1,24,1.732,42
11.9,42,24.1,24,1.706,41
13.7,41,24,24,1.81,41
13.1,41,24,24,1.897,41
14.3,41,23.9,24,1.96,41
14.6,41,23.9,24,1.935,41
15.4,41,23.9,24,1.809,41
11.6,41,23.8,24,1.825,41
16.7,41,23.8,24,1.85,41
10.9,41,23.8,24,1.782,41
10,41,23.8,24,1.868,41
11.8,41,24.1,24,1.793,41
6,42,17.5,24,1.096,42
6.4,42,20.9,24,1.788,42
6.3,42,22.4,24,1.83,42
6.7,42,22.8,24,1.829,42
6,42,23.1,24,1.829,42
5.6,42,23.4,24,2.924,42
6.1,42,23.6,24,3.026,42
6.5,42,23.7,24,3.083,42
7.1,42,23.9,24,2.896,42
7.2,42,23.9,24,2.839,42
7.2,42,24,24,3.107,42
7.4,42,24,24,2.968,42
7.3,42,24,24,2.915,42
7.2,42,24.1,24,2.902,42
6.9,42,24.1,24,2.893,42
7.4,42,24.1,24,2.657,42
7.6,42,24.1,24,2.631,42
7.6,42,24.1,24,2.631,42
7.6,42,24.1,24,2.615,42
7.6,42,24.1,24,2.521,42
7.6,42,24.1,24,2.555,42
7.6,42,24.2,24,2.567,42
8.7,42,24.2,24,2.573,42
8.6,42,24.2,24,2.576,42
8.6,42,24.2,24,2.549,42
8.8,42,24.2,24,2.543,42
9.2,42,24.2,24,2.506,42
9.3,42,24.1,24,2.55,42
9.4,42,24,24,2.607,42
9.5,42,24,24,2.656,42
9.5,42,24,24,2.714,42
9.3,42,24,24,2.802,42
9.4,42,24,24,2.836,42
12.6,42,24,24,2.753,42
12.3,42,24.1,24,2.716,42
11,42,24.1,24,2.774,42
11.4,42,24.1,24,2.73,42
11.1,42,24.1,24,2.732,42
10.5,42,24,24,2.713,42
9.9,42,24,24,2.698,42
10.7,42,24,24,2.682,42
13.9,42,24,24,2.682,42
14.2,42,24.1,24,2.702,42
14.5,42,24.1,24,2.694,42
14.4,42,24.1,24,2.684,42
14.9,42,24.1,24,2.684,42
14.5,42,24.1,24,2.632,42
12.9,42,24.1,24,2.613,42
11.9,42,24.1,24,2.603,42
12,42,24.1,24,2.628,42
12.5,42,24.1,24,2.613,42
12.2,42,24,24,2.646,42
11.9,42,24,24,2.65,42
12.5,42,24,24,2.648,42
12,42,24,24,2.671,42
11.8,42,24,24,2.683,42
13.3,42,24,24,2.654,42
13.1,42,24,24,2.766,42
12.9,42,24,24,2.741,42
13.2,42,24.1,24,2.635,42
13.2,42,24,24,2.606,42
13.2,42,24,24,2.595,42
13.2,42,24,24,2.635,42
13.2,42,24.1,24,2.664,42
13.2,42,24,24,1.742,42
13.2,42,24,24,1.754,42
13.2,42,24.1,24,1.892,42
13.2,42,24,24,1.817,41
13.2,41,24.1,24,1.763,41
13.2,41,24,24,1.75,41
13.2,41,23.3,24,1.931,42
13.2,42,22.1,24,3.579,42
13.2,42,21.7,24,2.931,42
13.2,42,22,24,2.827,42
6.5,42,19.2,24,1.006,42
5.7,42,22.1,24,2.002,42
6.5,42,23,24,1.903,42
5.9,42,23.4,24,2.004,42
6.7,42,23.5,24,3.12,42
6.1,42,23.7,24,2.931,42
6.5,42,23.9,24,2.986,42
5.6,42,24,24,2.95,42
6.1,42,24.1,24,2.839,42
5.4,42,24.2,24,2.765,42
5.7,42,24.2,24,2.858,42
5.7,42,24.2,24,2.818,42
5.9,42,24.2,24,2.785,42
7.7,42,24.2,24,2.692,42
7.7,42,24.3,24,2.605,42
10.2,42,24.3,24,2.636,42
11.3,42,24.3,24,2.393,42
12.3,42,24.4,24,2.381,42
12,42,24.4,24,2.283,42
13.3,42,24.4,24,2.129,42
13.8,42,24.4,24,1.992,41
13.4,41,24.2,24,1.942,41
14.5,41,24,24,2.054,41
15.3,41,23.9,24,2.173,41
16.7,41,23.8,24,2.22,41
17.6,41,23.9,24,2.269,41
15.1,41,23.8,24,2.319,41
7.9,42,20.3,24,1.237,42
7.9,42,23,24,2.26,42
7.9,42,23.6,24,2.172,42
7.9,42,23.9,24,1.864,42
7.9,42,24,24,2.764,42
7.9,42,24.2,24,2.764,42
7.9,42,24.3,24,2.539,42
7.9,42,24.4,24,2.38,42
7.9,42,24.4,24,2.326,42
7.9,42,24.5,24,2.217,42
7.9,42,24.5,24,2.198,42
7.9,42,24.4,24,2.239,42
7.9,42,24.4,24,2.037,42
7.9,42,24.4,24,2.003,42
7.9,42,24.3,24,2.09,42
7.9,42,23.9,24,2.127,42
7.9,42,23.9,24,2.246,42
7.9,42,24,24,2.314,42
7.9,42,24.1,24,2.303,42
7.9,42,24.2,24,2.181,41
7.9,41,24.1,24,2.253,41
7.9,41,24.1,24,2.208,41
7.9,41,24.1,24,2.22,41
16.6,42,21.9,24,4.619,42
21.9,42,22.2,24,5.195,42
21.9,42,22.6,24,5.796,42
21.9,42,22.9,24,6.266,42
21.9,42,23,24,6.425,42
21.9,42,23.2,24,6.459,42
21.9,42,23.3,24,6.467,42
21.9,42,23.1,24,6.482,42
21.9,42,23.1,24,6.514,42
21.9,42,23.2,24,6.518,42
21,42,23.3,24,6.653,42
21.7,42,23.9,24,6.218,42
21.5,42,23.5,24,7.317,42
21.2,42,22.9,24,6.994,42
20.9,42,22.7,24,6.994,42
21.7,42,22.6,24,6.478,42
21.4,42,22.6,24,6.168,42
21.3,42,22.6,24,5.972,42
22,42,22.7,24,5.813,42
22,42,22.7,24,5.561,42
22,42,22.8,24,5.404,42
21.1,42,22.8,24,5.341,42
20.9,42,22.9,24,5.32,42
21.2,42,22.9,24,5.32,42
21.7,42,23,24,3.221,42
21.4,42,23.1,24,3.257,42
21,42,23.1,24,3.124,42
20.5,42,23.2,24,3.117,42
20,42,23.2,24,3,42
19.6,42,23.2,24,3,42
19.6,42,22.8,24,2.181,42
19.2,42,22.5,24,1.93,42
18.7,42,22.2,24,1.891,42
13.6,42,21.9,24,0.021,42
13.6,42,22,24,0.069,42
13.6,42,22.1,24,0.068,42
13.4,42,22.2,24,0.279,42
13.2,42,22.4,24,0.415,42
13.4,42,22.5,24,0.544,42
13.6,42,22.6,24,0.631,42
13.5,42,22.5,24,0.692,42
13.9,42,22.6,24,0.746,42
14,42,22.6,24,0.596,42
14.5,42,22.5,24,0.627,42
14.5,42,22.3,24,0.642,42
15.3,42,22.1,24,0.614,42
15.3,42,21.9,24,0.571,42
15.1,42,21.8,24,0.433,42
18,42,21.9,24,0.448,42
15.6,42,21.7,24,0.43,42
15.8,42,21.7,24,0.301,42
15.8,42,21.9,24,0.254,42
15.7,42,22.1,24,0.247,42
15.7,42,22.2,24,0.228,42
16,42,22.2,24,0.207,42
16.2,42,22.1,24,0.174,42
16.4,42,22,24,0.134,42
10.1,42,21.8,24,0.008,42
10.1,42,21.9,24,1.815,42
11.3,42,22,24,2.447,42
11.5,42,22.2,24,2.52,42
11.5,42,22.2,24,2.576,42
11.5,42,22.3,24,2.55,42
11.5,42,22.4,24,2.584,42
11.5,42,22.5,24,2.657,42
11.5,42,22.6,24,2.616,42
11.5,42,22.6,24,2.525,42
11.5,42,22.7,24,2.621,42
11.5,42,22.6,24,2.654,42
11.5,42,22.6,24,2.853,42
11.5,42,22.5,24,2.957,42
11.5,42,22.6,24,3.168,42
11.5,42,22.5,24,3.234,42
11.5,42,22.5,24,3.2,42
11.5,42,22.6,24,3.236,42
11.5,42,22.6,24,3.314,42
11.5,42,22.7,24,3.418,42
11.5,42,22.7,24,3.417,42
11.5,42,22.7,24,3.56,42
11.5,42,22.8,24,3.616,42
11.5,42,22.8,24,3.652,42
11.5,42,22.8,24,3.79,42
11.5,42,22.9,24,3.843,42
11.5,42,22.9,24,4.023,42
13.4,42,22.9,24,4.042,42
13.2,42,22.9,24,4.182,42
13.5,42,22.9,24,4.182,42
13.5,42,22.9,24,4.312,42
13.5,42,22.9,24,4.344,42
13.5,42,22.9,24,4.347,42
13.5,42,23,24,4.347,42
13.5,42,23,24,4.408,42
13.5,42,23,24,4.421,42
13.5,42,23,24,4.446,42
13.5,42,23,24,4.406,42
13.5,42,23.1,24,4.494,42
13.5,42,23.1,24,4.56,42
13.5,42,23.1,24,4.559,42
13.5,42,23.1,24,4.613,42
13.5,42,23,24,4.684,42
13.5,42,23,24,4.568,42
13.5,42,23.1,24,4.761,42
13.5,42,23.1,24,4.841,42
13.5,42,23,24,4.776,42
13.5,42,23,24,4.911,42
13.5,42,23,24,5.043,42
13.5,42,23,24,4.977,42
13.5,42,23,24,5.096,42
11.3,42,23,24,5.202,42
11.4,42,23,24,3.334,42
11.3,42,23,24,3.319,42
11.7,42,23,24,3.165,42
11.5,42,23.1,24,3.317,42
11.4,42,23.1,24,3.161,42
11.2,42,23,24,3.289,42
11.2,42,22.9,24,2.456,42
11.2,42,22.2,24,2.284,42
11.2,42,21.8,24,0.691,42
11.2,42,22,24,2.048,42
11.2,42,22.1,24,2.662,42
11.2,42,22.2,24,2.952,42
11.2,42,22.2,24,2.98,42
11.2,42,22.3,24,3.029,42
11.2,42,22.3,24,2.85,42
11.2,42,22.3,24,2.832,42
11.2,42,22.4,24,2.904,42
12.3,42,22.4,24,2.982,42
12.7,42,22.4,24,2.952,42
12.3,42,22.5,24,3.053,42
13.1,42,22.5,24,3.069,42
13,42,22.5,24,3.073,42
13.3,42,22.6,24,3.18,42
14.4,42,22.6,24,3.223,42
14.7,42,22.7,24,3.263,42
14.7,42,22.7,24,3.38,42
14.4,42,22.7,24,3.433,42
14,42,22.7,24,3.487,42
13.6,42,22.8,24,3.68,42
13.8,42,22.8,24,3.68,42
13.4,42,22.8,24,3.837,42
12.9,42,22.8,24,3.984,42
15.2,42,22.8,24,3.964,42
15,42,22.8,24,4.126,42
15.3,42,22.8,24,4.194,42
15.2,42,22.8,24,4.165,42
15.6,42,22.8,24,4.167,42
15.6,42,22.8,24,4.264,42
15.6,42,22.8,24,4.262,42
15.6,42,22.8,24,4.42,42
15.6,42,22.9,24,4.333,42
15.6,42,22.9,24,4.467,42
15.6,42,22.9,24,4.505,42
15.6,42,22.9,24,4.391,42
15.6,42,22.9,24,4.434,42
15.6,42,22.8,24,4.358,42
15.6,42,22.8,24,4.502,42
15.6,42,22.9,24,4.539,42
15.6,42,22.9,24,4.518,42
15.6,42,22.9,24,4.568,42
15.6,42,22.9,24,4.588,42
15.6,42,22.9,24,4.606,42
15.6,42,22.9,24,4.659,42
15.6,42,22.9,24,4.588,42
15.6,42,22.9,24,4.536,42
15.6,42,22.9,24,4.607,42
15.6,42,22.9,24,4.605,42
15.6,42,22.9,24,4.63,42
15.6,42,22.9,24,4.721,42
15.6,42,22.9,24,3.05,42
15.6,42,22.9,24,2.975,42
15.6,42,22.9,24,3.047,42
15.6,42,22.9,24,3.064,42
15.6,42,22.9,24,2.98,42
15.6,42,22.9,24,2.947,42
15.6,42,22.8,24,2.307,42
15.6,42,22.2,24,1.885,42
11.5,42,22.3,24,2.313,42
11.5,42,22.3,24,3.152,42
11.5,42,22.4,24,3.547,42
11.5,42,22.4,24,3.494,42
11.5,42,22.4,24,3.516,42
11.5,42,22.5,24,3.523,42
11.5,42,22.5,24,3.407,42
11.5,42,22.6,24,3.524,42
11.5,42,22.6,24,3.448,42
11.5,42,22.6,24,3.533,42
11.5,42,22.6,24,3.541,42
11.5,42,22.7,24,3.569,42
11.5,42,22.7,24,3.495,42
11.5,42,22.7,24,3.53,42
11.5,42,22.7,24,3.58,42
11.5,42,22.7,24,3.564,42
11.5,42,22.7,24,3.631,42
11.5,42,22.8,24,3.696,42
11.5,42,22.8,24,3.731,42
11.5,42,22.8,24,3.708,42
11.5,42,22.8,24,3.804,42
11.5,42,22.8,24,3.83,42
11.5,42,22.8,24,3.77,42
11.5,42,22.8,24,3.77,42
11.5,42,22.8,24,3.823,42
11.5,42,22.8,24,3.88,42
11.5,42,22.8,24,3.843,42
11.5,42,22.8,24,3.95,42
11.5,42,22.8,24,4.001,42
11.5,42,22.9,24,4.038,42
11.5,42,22.8,24,4.042,42
11.5,42,22.8,24,3.992,42
11.5,42,22.9,24,4.102,42
11.5,42,22.8,24,4.145,42
11.5,42,22.8,24,4.098,42
11.5,42,22.8,24,4.091,42
11.5,42,22.9,24,4.271,42
11.5,42,22.9,24,4.216,42
11.5,42,22.9,24,4.142,42
11.5,42,22.9,24,4.232,42
11.5,42,22.9,24,4.31,42
11.5,42,22.9,24,2.83,42
11.5,42,22.9,24,2.794,42
11.5,42,22.9,24,2.829,42
11.5,42,22.9,24,0.02,42
11.5,42,22.5,24,0.02,42
11.5,42,22.2,24,0.019,42
11.5,42,21.9,24,0.024,42
11.5,42,21.7,24,0.004,42
10.7,42,19.5,24,0.017,42
10.3,42,20,24,2.465,42
10.5,42,20.4,24,2.261,42
10.2,42,20.6,24,2.369,42
10.2,42,20.8,24,2.387,42
10.2,42,21,24,2.389,42
10.2,42,21.1,24,2.387,42
10.2,42,21.3,24,2.388,42
10.2,42,21.5,24,2.373,42
10.2,42,21.8,24,2.367,42
10.2,42,22.1,24,2.416,42
11.9,42,22.3,24,2.48,42
11.9,42,22.4,24,2.583,42
11.9,42,22.5,24,2.694,42
11.9,42,22.6,24,2.689,42
11.9,42,22.6,24,2.707,42
11.9,42,22.8,24,2.606,42
11.9,42,22.5,24,2.782,42
11.9,42,22.4,24,2.823,42
11.9,42,22.3,24,2.763,42
11.9,42,22.3,24,2.851,42
11.9,42,22.3,24,2.891,42
11.9,42,22.3,24,2.793,42
11.9,42,22.3,24,2.783,42
11.9,42,22.2,24,2.783,42
11.9,42,22.2,24,2.568,42
11.9,42,22.2,24,2.37,42
11.9,42,22.1,24,2.37,42
11.9,42,22.2,24,2.525,42
11.9,42,22.2,24,1.121,42
11.9,42,22.2,24,1.109,42
11.9,42,22.2,24,1.12,42
11.9,42,22.1,24,1.129,42
11.9,42,22.1,24,1.451,42
11.9,42,22.1,24,1.788,42
11.9,42,22,24,1.816,42
11.9,42,22,24,1.753,42
11.9,42,22.1,24,2.639,42
11.9,42,22.2,24,2.626,42
11.9,42,22.2,24,2.762,42
11.9,42,22.2,24,2.828,42
11.9,42,22.2,24,2.793,42
17.8,42,22.1,24,2.832,42
17.8,42,22,24,2.812,42
17.8,42,22.1,24,2.797,42
17.8,42,22.1,24,2.75,42
17.8,42,22.1,24,2.711,42
17.8,42,22.3,24,2.795,42
17.8,42,22.5,24,2.858,42
17.8,42,22.6,24,2.911,42
17.8,42,22.6,24,2.981,42
15.4,42,22.5,24,2.936,42
15.5,42,22.6,24,3.028,42
15.8,42,22.5,24,2.864,42
15.1,42,22.5,24,2.876,42
14.8,42,22.4,24,3.071,42
16.1,42,22.5,24,3.211,42
16.2,42,22.5,24,2.062,42
16.9,42,22.6,24,2.097,42
15.6,41,20.8,24,0.008,41
9.6,42,21.2,24,2.41,42
8.2,42,21.4,24,2.478,42
8,42,21.5,24,2.339,42
8.7,42,21.6,24,2.445,42
9.3,42,21.7,24,2.507,42
9.7,42,21.7,24,2.507,42
9.8,42,21.9,24,2.638,42
9.9,42,22,24,2.685,42
10,42,22.1,24,2.748,42
10.2,42,22.2,24,2.835,42
10.2,42,22.2,24,2.829,42
10.8,42,22.4,24,2.769,42
11.4,42,22.4,24,2.947,42
11.7,42,22.5,24,3.149,42
11.7,42,22.6,24,3.356,42
11.7,42,22.6,24,3.666,42
11.7,42,22.6,24,3.815,42
11.7,42,22.7,24,4.035,42
11.7,42,22.8,24,4.004,42
11.7,42,22.9,24,4.518,42
11.7,42,23,24,4.702,42
11.7,42,23,24,4.845,42
11.7,42,22.9,24,4.766,42
11.7,42,22.8,24,4.606,42
11.7,42,22.8,24,4.609,42
11.7,42,22.9,24,4.875,42
16.5,42,22.9,24,4.875,42
19.1,42,22.9,24,4.903,42
18.4,42,22.8,24,4.753,42
18,42,22.8,24,4.52,42
19.6,42,22.8,24,4.431,42
17.8,42,22.8,24,4.476,42
17.6,42,22.8,24,4.392,42
18.7,42,22.8,24,4.339,42
21,42,22.8,24,4.307,42
20.3,42,22.6,24,4.204,42
21,42,22.5,24,4.163,42
21.1,42,22.4,24,4.067,42
21,42,22.5,24,4.253,42
21.1,42,22.5,24,4.163,42
21.3,42,22.5,24,4.019,42
22,42,22.5,24,4.059,42
19.3,42,22.5,24,4.205,42
19.3,42,22.5,24,4.241,42
19.3,42,22.5,24,4.294,42
19.5,42,22.5,24,4.339,42
19.8,42,22.5,24,4.121,42
18.4,42,22.5,24,4.039,42
18.4,42,22.5,24,4.023,42
18.6,42,22.5,24,4.004,42
18.6,42,22.5,24,4.196,42
18.5,42,22.5,24,4.184,42
18.1,42,22.5,24,4.196,42
18.3,42,22.5,24,4.274,42
17.1,42,22.5,24,2.643,42
16.5,42,22.6,24,2.68,42
16.5,42,22.7,24,2.668,42
16.5,42,22.9,24,2.639,42
16.5,42,23,24,2.845,42
16.5,42,23.1,24,2.952,42
16.5,42,23,24,2.531,42
16.5,42,22.2,24,2.037,42
16.5,42,21.7,24,1.058,42
10.7,42,21.7,24,0.025,42
10.4,42,21.9,24,0.235,42
10.4,42,22,24,0.395,42
10.2,42,22.2,24,0.325,42
10.3,42,22.1,24,0.297,42
10.3,42,22,24,1.938,42
10.3,42,22,24,2.664,42
10.4,42,22.1,24,2.969,42
10.2,42,22.2,24,2.969,42
10.1,42,22.2,24,3.084,42
10.3,42,22.3,24,3.153,42
10,42,22.3,24,3.175,42
10.1,42,22.4,24,3.183,42
10,42,22.4,24,3.198,42
10.3,42,22.4,24,3.257,42
10.3,42,22.5,24,3.305,42
10.1,42,22.5,24,3.186,42
10.1,42,22.5,24,3.267,42
10,42,22.6,24,3.207,42
10,42,22.6,24,3.207,42
10.2,42,22.6,24,3.251,42
10.5,42,22.7,24,3.251,42
10.3,42,22.7,24,3.391,42
10.1,42,22.7,24,3.365,42
10,42,22.7,24,3.233,42
9.8,42,22.7,24,3.43,42
10.7,42,22.7,24,3.423,42
10.1,42,22.8,24,3.487,42
10.2,42,22.8,24,3.511,42
10.2,42,22.8,24,3.6,42
10.3,42,22.8,24,3.649,42
10.1,42,22.9,24,3.724,42
10,42,22.8,24,3.827,42
10.2,42,22.8,24,3.788,42
10,42,22.9,24,3.813,42
